Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Alba Patera,Mars,65.98,39.53,250.82,"Patera, paterae",1973,Classical albedo name.
Albi,Mars,9.07,-41.47,324.99,"Crater, craters",1976,Town in France.
Albor Fossae,Mars,155.00,18.09,150.78,"Fossa, fossae",1985,"From albedo feature at 20N, 205W."
Albor Tholus,Mars,158.38,18.87,150.47,"Tholus, tholi",1973,Classical albedo feature name.
Alexey Tolstoy,Mars,93.04,-47.44,125.34,"Crater, craters",1982,Aleksey; Soviet writer (1882-1945).
Alga,Mars,18.72,-24.34,333.32,"Crater, craters",1976,Town in Kazakhstan.
Alitus,Mars,50.00,-34.91,321.86,"Crater, craters",1979,"(Alytus), town in Lithuania."
Allegheny Vallis,Mars,171.08,-9.01,306.10,"Vallis, valles",2003,"River in Pennsylvania, USA."
Alnif,Mars,23.99,-15.14,328.91,"Crater, craters","Jul 05, 2017",Town in Morocco.
Alofi,Mars,43.00,9.84,359.98,"Crater, craters","Aug 31, 2018",Town in Niue.
Alpheus Colles,Mars,633.03,-39.38,61.53,"Collis, colles",1985,"From albedo feature at 45S, 292W."
Al-Qahira Vallis,Mars,600.00,-18.23,162.41,"Vallis, valles",1973,"Word for 'Mars' in Arabic, Indonesian, Malay."
Amazonis,Mars,0.00,0.00,220.00,Albedo Feature,1958,Land of the Amazons; on the island Hesperia.
Amazonis Mensa,Mars,414.04,-1.98,213.10,"Mensa, mensae",2003,Classical albedo feature name.
Amazonis Planitia,Mars,2809.04,25.75,197.09,"Planitia, planitiae",1973,Classical albedo feature name; home of the Amazons.
Amazonis Sulci,Mars,250.59,-2.15,216.29,"Sulcus, sulci",1985,Albedo feature name; home of the Amazons.
Amed,Mars,30.00,-4.37,77.83,"Crater, craters","May 18, 2022",Village in Indonesia.
Amenthes,Mars,0.00,4.94,110.00,Albedo Feature,1958,Egyptian name for place where souls of the dead go.
Amenthes Cavi,Mars,1330.50,16.23,114.52,"Cavus, cavi",2006,Classical albedo feature name.
Amenthes Fossae,Mars,850.00,9.07,102.68,"Fossa, fossae",1976,Classical albedo feature name.
Amenthes Planum,Mars,953.00,3.40,105.92,"Planum, plana",2006,Classical albedo feature name.
Amenthes Rupes,Mars,335.25,1.51,110.68,"Rupes, rupēs",1982,Classical albedo feature name.
[Amet],Mars,0.00,23.45,302.60,"Crater, craters",1988,Town in India.
[Ammonii Rupes],Mars,100.00,-6.52,175.80,"Rupes, rupēs",1985,"Named for albedo feature at 6S, 183W."
Amphitrites Patera,Mars,129.80,-58.70,60.87,"Patera, paterae",1973,Mare Amphitrites; classical albedo feature name.
Amsterdam,Mars,1.66,23.00,313.00,"Crater, craters",1979,Dutch port.
Andapa,Mars,11.00,-5.33,355.27,"Crater, craters","Jan 18, 2017",Town in Madagascar.
Angelica,Mars,3.50,18.65,76.95,"Crater, craters","Jan 17, 2020","Town in New York, USA."
Angu,Mars,2.08,20.01,105.64,"Crater, craters",1988,Town in Zaire.
[Angusta Patera],Mars,15.40,-80.59,280.50,"Patera, paterae",1991,Classical albedo name. Name dropped Sept. 2006 because feature was incorrectly named.
Angustus Labyrinthus,Mars,67.52,-81.62,296.61,"Labyrinthus, labyrinthi","Sep 13, 2006",Classical albedo feature name.
Aniak,Mars,50.97,-31.84,290.44,"Crater, craters",1979,"Town in Alaska, USA."
Anio Valles,Mars,54.00,37.75,55.89,"Vallis, valles",1988,Classical river in Italy; modern Aniene and Teverone rivers.
Annapolis,Mars,1.11,23.16,312.27,"Crater, craters",1979,American colonial town (Maryland).
[Anseris Cavus],Mars,35.00,-29.71,95.50,"Cavus, cavi",1994,Named for albedo feature Anseris Fons. Same feature as Peraea Cavus.
Anseris Mons,Mars,52.51,-29.81,86.65,"Mons, montes",1991,From albedo feature Anseris Fons.
Antoniadi,Mars,400.95,21.38,60.83,"Crater, craters",1973,Eugène Michael; Turkish-born French astronomer (1870-1944).
Aonia Mons,Mars,27.07,-53.33,272.08,"Mons, montes","Mar 04, 2013",Classical albedo feature name.
Aonia Planum,Mars,563.45,-57.90,281.33,"Planum, plana",2003,Classical albedo feature name.
Aonia Terra,Mars,3873.48,-60.20,262.95,"Terra, terrae",1979,Classical albedo feature name.
Aonia Tholus,Mars,53.69,-59.04,279.96,"Tholus, tholi","Mar 04, 2013",Classical albedo feature name.
Aonium Sinus,Mars,0.00,-44.66,255.00,Albedo Feature,1958,"Named for Aonides, or Muses."
Apia,Mars,10.06,-37.28,89.02,"Crater, craters",1991,Town in Samoa.
[Apodis Catena],Mars,0.00,-26.93,103.20,"Catena, catenae",1991,Classical albedo name.
Apollinaris Mons,Mars,275.40,-9.17,174.79,"Mons, montes","Sep 19, 2007",Classical albedo feature name.
Apollinaris Patera,Mars,89.60,-8.57,174.18,"Patera, paterae",1973,Classical albedo feature name.
Apollinaris Sulci,Mars,188.64,-11.06,177.47,"Sulcus, sulci",1985,"Albedo feature at 5S, 187W."
Apollinaris Tholus,Mars,32.39,-17.64,175.75,"Tholus, tholi",1997,Albedo feature name.
Apollo Patera,Mars,24.00,17.94,226.45,"Patera, paterae","Oct 16, 2017","Greek god of light, poetry, music and arts, one of the Olympian gods, son of Zeus."
Apsus Vallis,Mars,121.56,34.91,134.99,"Vallis, valles",1985,"Classical river in ancient Macedonia, present-day Greece."
Apt,Mars,9.57,39.88,350.53,"Crater, craters",1976,Town in France.
Arabia,Mars,0.00,19.78,30.00,Albedo Feature,1958,Country bordering on Aeria (Egypt).
Arabia Terra,Mars,4851.74,21.25,5.72,"Terra, terrae",1979,Classical albedo feature name.
Arago,Mars,152.35,10.22,29.93,"Crater, craters",1973,Dominique F.; French astronomer (1786-1853).
Arago Dorsa,Mars,27.00,9.74,29.39,"Dorsum, dorsa","Aug 25, 2021",Named for nearby Arago crater; Dominique F.; French astronomer (1786-1853).
Aram Chaos,Mars,283.81,2.52,337.61,"Chaos, chaoses",1976,Classical albedo feature name.
Aram Dorsum,Mars,83.31,7.80,348.76,"Dorsum, dorsa","Apr 29, 2014",Classical albedo feature name.
Arandas,Mars,24.76,42.41,344.97,"Crater, craters",1976,Town in Mexico.
Arcadia,Mars,0.00,44.66,260.00,Albedo Feature,1958,Mountainous region in southern Greece.
Arcadia Dorsa,Mars,1952.65,55.90,222.44,"Dorsum, dorsa",2003,"Named for classical albedo feature at 45N, 120W."
Arcadia Planitia,Mars,2245.00,49.02,188.15,"Planitia, planitiae",1973,"From classical albedo feature at 45N, 120W."
Arda Valles,Mars,173.67,-20.40,327.69,"Vallis, valles",1976,Ancient European river (Bulgaria).
Arena Colles,Mars,580.12,24.63,82.93,"Collis, colles",1985,"Classical albedo feature at 13N, 294W."
Arena Dorsum,Mars,372.03,12.71,68.94,"Dorsum, dorsa",1976,Classical albedo feature name.
[Arena Rupes],Mars,375.00,13.35,70.50,"Rupes, rupēs",1976,Name changed in 1982 to Arnus Vallis.
Ares Vallis,Mars,1757.67,10.29,334.39,"Vallis, valles",1973,Word for 'Mars' in Greek.
Argas,Mars,3.55,23.33,309.83,"Crater, craters",1988,Town in Russia.
Argentea Planum,Mars,1370.64,-72.49,298.33,"Planum, plana",2003,Classical albedo feature name.
Argyre,Mars,0.00,-44.66,335.00,Albedo Feature,1958,"“;Silver“; Island at mouth of Ganges River; present-day Arakan, Burma."
Argyre Cavi,Mars,72.33,-48.31,319.88,"Cavus, cavi",1991,Albedo name.
Argyre Mons,Mars,60.58,-50.37,311.91,"Mons, montes","Feb 18, 2014",Classical albedo feature name.
Argyre Planitia,Mars,892.93,-49.84,316.69,"Planitia, planitiae",1973,Classical albedo feature name.
Argyre Rupes,Mars,335.42,-62.15,291.25,"Rupes, rupēs",1973,Classical albedo feature name.
Ariadnes Colles,Mars,188.01,-34.50,172.78,"Collis, colles",1982,Classical albedo feature name.
Arica,Mars,15.77,-23.80,110.24,"Crater, craters",1991,Town in Colombia.
Arima,Mars,53.59,-15.84,296.32,"Crater, craters","Feb 22, 2012",Town in Trinidad and Tobago.
Arimanes Rupes,Mars,192.67,-9.84,212.30,"Rupes, rupēs",1985,Albedo feature; classical Persian deity of wickedness.
Arkhangelsky,Mars,116.83,-41.09,335.21,"Crater, craters",1979,A.D.; Russian geologist.
Arnon,Mars,0.00,47.66,25.00,Albedo Feature,1958,"Classical name for present El-Mojib River, Jordan."
Arnus Vallis,Mars,311.61,13.97,70.61,"Vallis, valles",1982,"Classical and present day Arno River in Tuscany, Italy (previously named Arena Rupes)."
Aromatum Chaos,Mars,72.80,-1.03,317.03,"Chaos, chaoses",1979,Classical albedo feature name.
Arrhenius,Mars,122.72,-40.04,122.71,"Crater, craters",1973,Svante; Swedish physical chemist (1859-1927).
Arsia Chasmata,Mars,97.06,-7.47,240.65,"Chasma, chasmata",1991,Albedo name.
Arsia Mons,Mars,470.00,-8.26,239.91,"Mons, montes",1973,Arsia Silva-classical albedo feature name.
Arsia Sulci,Mars,500.00,-6.29,230.19,"Sulcus, sulci",1991,Albedo name.
Arsinoes Chaos,Mars,200.08,-7.66,332.08,"Chaos, chaoses",1982,Daughter of Ptolomy Lagun and Bernice.
Arta,Mars,3.96,21.38,305.71,"Crater, craters",1988,Town in Russia.
Artik,Mars,5.36,-34.80,130.98,"Crater, craters","Aug 30, 2013",Town in Armenia.
Artynia Catena,Mars,279.28,47.69,240.55,"Catena, catenae",1985,"Named for classical albedo feature at 54N, 137W."
Arvi,Mars,7.00,-39.34,202.72,"Crater, craters","Mar 23, 2022",Town in India.
Asau,Mars,25.05,-3.63,154.68,"Crater, craters","Jun 03, 2013",Village in Tuvalu.
Ascraeus Chasmata,Mars,105.20,8.77,254.37,"Chasma, chasmata",1991,Classical albedo name.
Ascraeus Mensa,Mars,34.86,11.72,252.11,"Mensa, mensae",1991,Classical albedo name.
Ascraeus Mons,Mars,456.40,11.92,255.92,"Mons, montes",1973,Ascraeus Lacus-classical albedo feature name.
Ascraeus Sulci,Mars,138.70,12.06,251.25,"Sulcus, sulci",1991,Classical albedo name.
Ascuris Planum,Mars,617.66,40.59,279.22,"Planum, plana",1991,Classical albedo name.
Asimov,Mars,80.82,-46.97,4.93,"Crater, craters","May 04, 2009",Isaac; American biochemist and writer (1920-1992).
Asopus Vallis,Mars,40.82,-4.29,210.39,"Vallis, valles",1985,"Classical name for modern Hagios River, Greece."
Aspen,Mars,18.48,-21.39,336.85,"Crater, craters",1976,"Town in Colorado, USA."
Aspledon Undae,Mars,215.20,73.06,309.65,"Unda, undae","Mar 20, 2007",Classical albedo feature name.
Astapus Colles,Mars,597.00,35.46,88.08,"Collis, colles",1985,"From albedo feature at 35N, 269W."
Athabasca Valles,Mars,270.00,8.54,155.01,"Vallis, valles",1997,River in Canada. (Changed from Athabasca Vallis.)
Athena Patera,Mars,19.00,18.74,227.18,"Patera, paterae","Oct 16, 2017","Greek goddess of wisdom, one of the Olympians, daughter of Zeus."
Atlantis Chaos,Mars,181.37,-34.28,182.69,"Chaos, chaoses",1985,"From albedo feature at 30N, 173W."
Atlantis Mons,Mars,105.00,-28.71,184.77,"Mons, montes","Aug 18, 2020","Classical albedo feature, Atlantis."
[Atrax Dorsum],Mars,33.86,38.19,271.00,"Dorsum, dorsa",1991,Classical town.
Atrax Fossa,Mars,34.42,38.19,271.02,"Fossa, fossae","May 30, 2014",Classical town.
Auce,Mars,37.01,-27.17,80.14,"Crater, craters","Oct 12, 2014",Town in Latvia.
Auki,Mars,40.00,-15.76,96.87,"Crater, craters","Aug 14, 2015",Town in the Solomon Islands.
Auqakuh Vallis,Mars,347.00,30.25,60.41,"Vallis, valles",1973,Word for 'Mars' in Quechua (Inca).
Aureum Chaos,Mars,351.03,-3.89,333.04,"Chaos, chaoses",1976,Classical albedo feature name.
Aurorae Chaos,Mars,713.92,-8.47,325.19,"Chaos, chaoses",1991,Classical albedo name.
Aurorae Planum,Mars,564.49,-10.41,311.38,"Planum, plana",1973,Classical albedo feature name.
Aurorae Sinus,Mars,0.00,-14.83,310.00,Albedo Feature,1958,“;Bay of Rosy Dawn“;; Aurora held back the dawn.
Ausonia,Mars,0.00,-39.67,110.00,Albedo Feature,1958,Country of the Aruncii (Ausones in Greek).
Ausonia Cavus,Mars,49.50,-31.92,96.55,"Cavus, cavi",1991,Albedo feature Ausonia.
Ausonia Mensa,Mars,102.51,-30.02,97.72,"Mensa, mensae",1991,Albedo feature name.
Ausonia Montes,Mars,333.13,-25.42,99.04,"Mons, montes",1991,Albedo feature name.
Australe Lingula,Mars,436.33,-84.05,68.56,"Lingula, lingulae",2006,Classical albedo feature name.
Australe Mensa,Mars,172.00,-86.88,357.24,"Mensa, mensae",2006,Classical albedo feature name.
Australe Montes,Mars,411.67,-80.19,14.05,"Mons, montes",2003,Classical albedo feature name.
Australe Scopuli,Mars,504.58,-83.48,247.06,"Scopulus, scopuli",2006,Classical albedo feature name.
Australe Sulci,Mars,357.91,-84.99,133.06,"Sulcus, sulci",2006,Classical albedo feature name.
[Australis Patera],Mars,12.70,-80.09,308.30,"Patera, paterae",1991,Classical albedo name. Name dropped Sept. 2006 because feature was incorrectly named.
[Australis Tholus],Mars,40.00,-58.70,37.00,"Tholus, tholi",1978,Classical albedo feature name; dropped in 1978.
Auxo Dorsum,Mars,82.05,-55.72,318.24,"Dorsum, dorsa",1991,One of the Graces.
Avan,Mars,3.30,-10.97,290.23,"Crater, craters","Nov 15, 2016",Village in Armenia.
Avarua,Mars,49.99,-35.93,109.66,"Crater, craters","Jun 21, 2010",Town in the Cook Islands.
Aveiro,Mars,9.11,21.28,281.03,"Crater, craters",1985,Town in Portugal.
Avernus Cavi,Mars,115.00,-3.72,172.52,"Cavus, cavi",1985,"Named for albedo feature at 10S, 195W."
Avernus Colles,Mars,238.70,-1.73,171.02,"Collis, colles",1985,"Named for albedo feature at 10S, 195W."
Avernus Dorsa,Mars,296.59,-6.03,170.90,"Dorsum, dorsa",1985,"From albedo feature at 4S, 190W."
Avernus Rupes,Mars,223.32,-9.20,172.80,"Rupes, rupēs",1985,"From albedo feature Avernus at 10S, 195W."
Avire,Mars,6.85,-40.82,200.24,"Crater, craters","Apr 16, 2008",Town in the Republic of Vanuatu.
Axius Valles,Mars,435.95,-54.53,70.72,"Vallis, valles",1979,Ancient European River (Vardar River of Greece).
Ayacucho,Mars,2.59,38.18,267.97,"Crater, craters",1991,Town in Bolivia.
Ayr,Mars,12.74,-38.98,91.58,"Crater, craters",1991,"Town in Queensland, Australia."
Azul,Mars,19.53,-42.07,317.49,"Crater, craters",1976,Town in Argentina.
Azusa,Mars,39.25,-5.48,319.68,"Crater, craters",1976,"Town in California, USA."
Babakin,Mars,76.66,-36.00,288.56,"Crater, craters",1985,Soviet builder of unmanned space stations (1914-1970).
Bacht,Mars,7.86,18.66,102.70,"Crater, craters",1976,Town in Uzbekistan.
Bacolor,Mars,21.58,32.99,118.60,"Crater, craters",2006,Town in the Philippines.
Bada,Mars,2.52,20.35,309.31,"Crater, craters",1988,Town in Russia.
Badwater,Mars,33.14,-32.79,62.14,"Crater, craters","Apr 11, 2015","Town in California, USA."
Baetis Chaos,Mars,66.66,-0.17,299.60,"Chaos, chaoses",2006,Classical albedo feature name.
Baetis Chasma,Mars,92.21,-4.29,295.13,"Chasma, chasmata",1985,"From classical albedo feature at 5S, 60W; changed from Iamunae Chasma."
Baetis Labēs,Mars,88.00,-3.67,288.54,"Labes, labēs","Feb 02, 2017","Classical albedo feature, Baetis."
Baetis Mensa,Mars,181.10,-5.17,287.55,"Mensa, mensae",1985,"From albedo feature at 7S, 63W."
Bahn,Mars,11.93,-3.50,316.68,"Crater, craters",1976,Town in Liberia.
Bahram Vallis,Mars,269.68,20.42,302.86,"Vallis, valles",1976,Word for 'Mars' in Persian.
Bak,Mars,3.13,18.05,103.78,"Crater, craters",1988,Town in Hungary.
Bakhuysen,Mars,152.90,-22.97,15.73,"Crater, craters",1973,Hendrik G.; Dutch astronomer (1838-1923).
Balboa,Mars,21.95,-3.82,326.12,"Crater, craters",1976,"Town in the Republic of Panama, formerly within the US Panama Canal Zone."
Baldet,Mars,181.31,22.76,65.48,"Crater, craters",1973,Fernand; French astronomer (1885-1964).
Balta,Mars,17.28,-23.82,333.45,"Crater, craters",1976,Town in Ukraine.
Baltia,Mars,0.00,59.71,310.00,Albedo Feature,1958,Name of large island in northern Europe where amber was found.
Baltisk,Mars,50.75,-42.27,305.34,"Crater, craters",1976,Town in Russia.
Balvicar,Mars,20.35,16.20,306.76,"Crater, craters",1988,Town in Scotland.
Bam,Mars,6.80,-25.79,115.67,"Crater, craters","Apr 03, 2017",Town in Kermān province in Iran.
Bamba,Mars,22.57,-3.36,318.41,"Crater, craters",1976,Town in Zaire.
Bamberg,Mars,55.70,39.71,356.90,"Crater, craters",1976,Town in Germany.
Banes,Mars,41.00,10.76,355.68,"Crater, craters","Aug 31, 2018",Town in Cuba.
Banff,Mars,5.00,17.51,329.29,"Crater, craters",1976,"Town in Alberta, Canada."
Banh,Mars,14.40,19.42,304.50,"Crater, craters",1976,Town in Burkina Faso (formerly Upper Volta).
Baphyras Catena,Mars,95.52,38.83,275.84,"Catena, catenae",1991,Classical river.
Bar,Mars,2.06,-25.25,340.50,"Crater, craters",1976,Town in Ukraine.
Barabashov,Mars,120.67,47.33,291.25,"Crater, craters",1973,Nikolay P.; Russian astronomer (1894-1971).
Bari,Mars,8.00,-39.43,202.64,"Crater, craters","Mar 23, 2022",Town in India.
Barlow,Mars,87.00,-11.65,270.09,"Crater, craters","Sep 27, 2024","Nadine Gail; American planetary scientist who specialized in the impact cratering process, especially on Mars (1958-2020)."
Barnard,Mars,121.11,-61.06,61.59,"Crater, craters",1973,Edward E.; American astronomer (1857-1923).
Baro,Mars,16.93,-24.80,110.70,"Crater, craters",1991,Town in Nigeria.
Barsukov,Mars,68.45,7.97,330.98,"Crater, craters",2003,Valery L.; Soviet geochemist and planetologist (1928-1992).
Barth,Mars,111.00,7.44,25.67,"Crater, craters","Mar 07, 2019",Charles A.; American atmospheric physicist (1930-2014).
Bashkaus Valles,Mars,246.93,-25.68,356.74,"Vallis, valles","Jun 25, 2013","River in the Altai Republic, Russia."
Basin,Mars,15.53,17.82,107.00,"Crater, craters",1976,"Town in Wyoming, USA."
[Bathys Planum],Mars,626.00,-42.66,254.00,"Planum, plana",1979,Classical albedo feature; name changed to Icaria Planum.
Batoka,Mars,14.96,-7.55,323.35,"Crater, craters",1976,Town in Zambia.
Batoş,Mars,17.33,21.50,330.50,"Crater, craters",1976,Town in Romania.
Batson,Mars,75.00,-28.91,84.15,"Crater, craters","Jun 01, 2018",Raymond Milner; American geologist and photogrammetrist (1931-2013).
Baucau,Mars,17.94,-28.37,304.90,"Crater, craters","Feb 22, 2012",Town in Timor-Leste.
Baum,Mars,62.00,-24.72,28.30,"Crater, craters","Sep 06, 2016",William Alvin; American astronomer (1924-2012).
Baykonyr,Mars,3.90,46.41,132.68,"Crater, craters",1979,Soviet launch site.
Bazas,Mars,16.43,-27.78,93.38,"Crater, craters",1991,Town in France.
Becquerel,Mars,165.23,21.89,352.06,"Crater, craters",1973,Antoine H.; French physicist (1852-1908).
Beer,Mars,85.50,-14.47,351.83,"Crater, craters",1973,Wilhelm; German astronomer (1797-1850).
Beloha,Mars,31.74,-39.58,56.71,"Crater, craters",2006,Town in Madagascar.
Beltra,Mars,7.17,18.01,102.40,"Crater, craters",1988,Town in Ireland.
Belva,Mars,0.90,18.48,77.38,"Crater, craters","Jan 17, 2020","Town in West Virginia, USA."
Belyov,Mars,0.20,-45.02,201.99,"Crater, craters","Aug 05, 2013","(Belev) Town in Tula region, Russia."
Belz,Mars,10.21,21.57,316.77,"Crater, craters",1976,Town in Ukraine.
Bend,Mars,3.70,-22.40,332.26,"Crater, craters",1976,"Town in Oregon, USA."
Bentham,Mars,11.36,-55.78,319.45,"Crater, craters",1991,Town in England.
Bentong,Mars,10.32,-22.31,340.96,"Crater, craters",1976,Town in Malaysia.
Bernard,Mars,128.10,-23.24,205.79,"Crater, craters",1985,P.; French atmospheric scientist.
Berrocal,Mars,11.00,-7.76,84.49,"Crater, craters","Apr 07, 2023",Village in Spain.
Berseba,Mars,36.83,-4.40,322.40,"Crater, craters",1976,Town in Namibia.
Beruri,Mars,45.12,5.27,81.24,"Crater, craters","Sep 14, 2006",Town in Brazil.
Betio,Mars,32.44,-23.13,281.35,"Crater, craters","Nov 12, 2013",Village in Kiribati.
Bhor,Mars,5.73,41.75,134.53,"Crater, craters",1979,Town in India.
Bianchini,Mars,70.71,-63.85,264.71,"Crater, craters",1973,Francesco; Italian astronomer (1662-1729).
Biblis Patera,Mars,53.65,2.36,236.18,"Patera, paterae",1973,Classical albedo feature name.
Biblis Tholus,Mars,168.60,2.52,235.62,"Tholus, tholi","Sep 19, 2007",Classical albedo feature name.
Bigbee,Mars,20.86,-24.78,325.25,"Crater, craters",1976,"Town in Mississippi, USA."
Bira,Mars,2.70,25.10,314.46,"Crater, craters",1988,Town in Russia.
Bise,Mars,9.21,20.22,303.17,"Crater, craters",1976,Town in Okinawa.
Bison,Mars,15.28,-26.31,330.85,"Crater, craters",1976,"Town in Kansas, USA."
Bjerknes,Mars,88.64,-43.01,171.48,"Crater, craters",1973,Vilhelm F.; Norwegian physicist (1862-1951).
Bland,Mars,6.63,18.30,108.76,"Crater, craters",1988,"Town in Missouri, USA."
Bled,Mars,7.69,21.58,328.54,"Crater, craters",1976,Town in Slovenia.
Blitta,Mars,12.95,-25.90,339.04,"Crater, craters",1976,Town in Togo.
Blois,Mars,11.58,23.60,304.15,"Crater, craters",1976,Town in France.
Blount,Mars,77.00,-43.16,17.69,"Crater, craters","Feb 03, 2025",Katherine “Kit” Hoyt Price; American planetary geologist (1951-2020).
Bluff,Mars,6.75,23.47,110.03,"Crater, craters",1976,Town in New Zealand.
Blunck,Mars,66.48,-27.23,323.10,"Crater, craters","Jul 01, 2013",Jürgen; German historian (1935-2008).
Boeddicker,Mars,107.12,-14.82,162.49,"Crater, craters",1973,Otto; German astronomer (1853-1937).
Bogia,Mars,37.68,-44.31,83.27,"Crater, craters","Aug 11, 2008",Town in Papua New Guinea.
Bogra,Mars,21.31,-24.16,331.20,"Crater, craters",1976,Town in Bangladesh.
Bohar,Mars,11.00,55.35,253.55,"Crater, craters","Apr 13, 2022",Village in India.
Bok,Mars,7.34,20.58,328.40,"Crater, craters",1976,Town in New Guinea.
Bole,Mars,8.54,25.35,306.01,"Crater, craters",1976,Town in Ghana.
Bombala,Mars,37.14,-27.60,106.13,"Crater, craters",1991,"Town in New S. Wales, Australia."
Bond,Mars,104.69,-32.79,324.06,"Crater, craters",1973,George P.; American astronomer (1825-1865).
Bonestell,Mars,40.67,42.00,329.61,"Crater, craters",1997,Chesley; American space artist (1888-1986).
Boola,Mars,17.25,81.26,254.81,"Crater, craters",2006,Town in Guinea.
Bopolu,Mars,18.89,-2.96,353.70,"Crater, craters","Sep 14, 2006",Town in Liberia.
Bor,Mars,4.28,18.17,326.32,"Crater, craters",1976,Town in Russia.
Bordeaux,Mars,2.01,23.13,311.11,"Crater, craters",1979,French port.
Boreales Scopuli,Mars,873.00,88.88,269.84,"Scopulus, scopuli",2006,Classical albedo feature name.
Boreosyrtis,Mars,0.00,54.68,70.00,Albedo Feature,1958,Northern continuation of Nilosyrtis; “;Syrtis of the north.“;
Boreum Cavus,Mars,62.13,84.64,339.85,"Cavus, cavi",2006,Classical albedo feature name.
Boru,Mars,10.87,-24.34,332.13,"Crater, craters",1976,Town in Russia.
