Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Isbanir Fossa,Enceladus,170.00,11.30,358.26,"Fossa, fossae",1982,Fakir Taj's home; may be ancient Ctesiphon.
Ishak,Enceladus,13.84,47.60,225.02,"Crater, craters","Nov 17, 2009",Character in the tale “;Isaac of Mosul and the Merchant.“;
Ja’afar,Enceladus,10.15,34.60,337.56,"Crater, craters","Nov 17, 2009",Vizier of Harun al-Rashid in the tale “;Nur al-Din Ali and the Damsel Anis al-Jalis.“;
Jansha,Enceladus,10.80,-30.65,157.40,"Crater, craters","Nov 07, 2006",Female hero in “;The Story of Jansha.“;
Julnar,Enceladus,17.32,53.76,347.09,"Crater, craters",1982,The seaborn; heroine of nights 738 to 756.
Kamar,Enceladus,19.55,-40.62,32.25,"Crater, craters","Nov 17, 2009","Kamar al-Akmár; Prince, son of Sabur (King of Persia) in the tale “;The Ebony Horse.“;"
Kasim,Enceladus,10.53,42.35,173.05,"Crater, craters","Nov 17, 2009",The greedy brother of Ali Baba in the tale “;Ali Baba and the Forty Thieves.“;
Kaukabán Fossae,Enceladus,83.40,33.00,266.00,"Fossa, fossae","Feb 04, 2010",Place in the tale “;How Abu Hasan Brake Wind.“;
Khorasan Fossa,Enceladus,290.00,-19.00,236.87,"Fossa, fossae","Nov 07, 2006",Place (province) in the tale “;Ali Shar and Zumurrud.“;
Khusrau,Enceladus,12.40,-4.10,185.86,"Crater, craters","Nov 07, 2006","King, husband of Shirin in the tale “;Khusrau and Shirin and the Fisherman.“;"
Labtayt Sulci,Enceladus,162.00,-27.69,286.08,"Sulcus, sulci","Nov 07, 2006","Royal city, site of a tower locked by kings in the tale “;The City of Labtayt.“;"
Láhej Sulci,Enceladus,150.00,-10.89,302.00,"Sulcus, sulci","Nov 07, 2006",City in the tale “How Abu Hasan brake wind.”
Ma’aruf,Enceladus,7.02,-37.16,333.58,"Crater, craters","Nov 17, 2009",Hero in the tale “;Ma'aruf the Cobbler and His Wife Fatimah.“;
Makran Sulci,Enceladus,170.50,-54.40,135.80,"Sulcus, sulci","Feb 04, 2010","Land in the tale “;The Tale of Salim, the Youth of Khorasan, and Salma, his Sister.“;"
Marjanah,Enceladus,12.95,38.20,303.01,"Crater, craters","Nov 07, 2006",Queen in the “;Tale of Kamar Al-Zaman.“;
Masrur,Enceladus,15.13,66.27,294.27,"Crater, craters","Nov 17, 2009",Eunuch sworder in the tale “;Nur al-Din Ali and the Damsel Anis al-Jalis.“;
Misr Sulci,Enceladus,109.80,18.00,199.70,"Sulcus, sulci","Feb 04, 2010",City in the tale “;History of Al-Hajjaj Bin Yusuf and the Young Sayyid.“;
Morgiana,Enceladus,15.40,31.75,196.17,"Crater, craters","Nov 17, 2009",Clever slave girl in the tale “;Ali Baba and the Forty Thieves.“;
Mosul Sulci,Enceladus,60.00,-58.10,336.73,"Sulcus, sulci","Nov 07, 2006",City where Isaac was pulled up in a basket to a mansion and four damsels in the tale “Isaac of Mosul.”
Musa,Enceladus,21.81,73.85,11.59,"Crater, craters",1982,Goes to get the vessels that contain Jinni in “;The City of Brass“;.
Mustafa,Enceladus,15.54,-30.76,184.95,"Crater, craters","Nov 17, 2009",Old tailor in the tale “;Aladdin; or The Wonderful Lamp.“;
Omar,Enceladus,11.54,17.89,273.97,"Crater, craters","Nov 07, 2006","Great king, father of Sharrkan and Zau al-Makán in “;The Tale of King Omar and his Sons.“;"
Otbah,Enceladus,10.02,-40.03,159.80,"Crater, craters","Nov 07, 2006",Figure in the tale “;Otbah and Rayya.“;
Parwez,Enceladus,13.49,22.95,25.56,"Crater, craters","Nov 17, 2009","Second prince, brother of Bahman and Perizadah in the tale “;The Two Sisters Who Envied Their Cadette.“;"
Peri-Banu,Enceladus,14.89,62.04,319.14,"Crater, craters",1982,Genie who marries Ahmad and helps him fulfill the demands of his father.
Perizadah,Enceladus,10.43,-21.12,155.11,"Crater, craters","Nov 17, 2009","Youngest princess, sister of Bahman and Parwez in the tale “;The Two Sisters Who Envied Their Cadette.“;"
Rayya,Enceladus,9.54,-32.41,178.88,"Crater, craters","Nov 07, 2006",Female character in the tale “;Otbah and Rayya.“;
Sabur,Enceladus,7.53,-23.90,296.18,"Crater, craters","Nov 17, 2009",King of Persia and father of Kamar in the tale “;The Ebony Horse.“;
Salih,Enceladus,4.41,-5.99,4.40,"Crater, craters",1982,Brother of Julnar.
Samad,Enceladus,14.98,61.69,1.23,"Crater, craters",1982,Shayk who guides Musa and Talib to the mountains in “;The City of Brass“;.
[Samaria Fossa],Enceladus,190.09,26.89,225.17,"Fossa, fossae","Jul 18, 2014",Place in the tale “Khudadad and His Brothers.”
Samaria Rupes,Enceladus,193.35,26.86,225.13,"Rupes, rupēs","Jun 12, 2015",Place in the tale “;Khudadad and His Brothers.“;
Samarkand Sulci,Enceladus,360.00,30.00,327.50,"Sulcus, sulci",1982,"Country ruled over by Zaman, brother of Shahryar."
Sarandib Planitia,Enceladus,165.00,10.23,311.82,"Planitia, planitiae",1982,Ceylon (Sri Lanka); the island visited by Sindbad on his 6th voyage.
Shahrazad,Enceladus,19.91,46.50,201.60,"Crater, craters",1982,Heroine who tells King Shahryar “;The Tales of a Thousand Nights“;.
Shahryar,Enceladus,24.00,57.71,226.69,"Crater, craters",1982,King whom Shahrazad beguiles with the tales of a thousand nights and a night.
Shakashik,Enceladus,8.50,-17.59,181.26,"Crater, craters","Nov 07, 2006",The barber's sixth brother in “;The Hunchback’s Tale.“;
Sharrkan,Enceladus,4.30,16.42,301.91,"Crater, craters","Nov 07, 2006",Son of the great King Omar in “;The Tale of King Omar and his Sons.“;
Shiraz Sulcus,Enceladus,80.00,-57.20,39.40,"Sulcus, sulci","Feb 04, 2010",Place in “;Prince Ahmad and the Fairy Peri Banu.“;
Shirin,Enceladus,8.84,-2.27,172.82,"Crater, craters","Nov 07, 2006",Wife of King Khusrau in the tale “;Khusrau and Shirin and the Fisherman.“;
Sindbad,Enceladus,29.45,66.97,211.61,"Crater, craters",1982,Voyager who had many marvelous adventures on seven voyages.
Sind Sulci,Enceladus,116.00,-16.40,107.30,"Sulcus, sulci","Feb 04, 2010",City in the tale “;The Merchant’s Daughter and the Prince of Al-Irak.“;
Yunan,Enceladus,19.52,53.95,285.79,"Crater, craters","Nov 17, 2009",Fictional king of Persian city in the tale “;The Tale of the Vizier and the Sage Duban.“;
Zaynab,Enceladus,23.80,69.52,26.97,"Crater, craters","Nov 17, 2009",Daughter of Dalilah in the tale “;The Rogueries of Dalilah the Crafty and Her Daughter Zaynab the Coney-Catcher.“;
Zumurrud,Enceladus,20.80,-22.23,182.05,"Crater, craters","Nov 07, 2006",Female character in the tale “;Ali Shar and Zumurrud.“;
