Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Beagle Rupes,Mercury,630.00,-3.22,259.24,"Rupes, rupēs","Apr 08, 2008","British; naval vessel aboard which Charles Darwin served as a naturalist on a surveying expedition, 1831-1836."
Bechet,Mercury,17.60,83.08,93.66,"Crater, craters","Jun 18, 2013",Sidney; American jazz musician and composer (1897-1959).
Beckett,Mercury,60.00,-40.20,248.71,"Crater, craters","Nov 20, 2008",Clarice; Australian painter (1887-1935).
Beethoven,Mercury,630.00,-20.86,124.21,"Crater, craters",1976,Ludwig van; German composer of Flemish descent (1770-1827).
Bek,Mercury,32.00,21.16,50.99,"Crater, craters","Mar 03, 2010",Egyptian sculptor (active c. 1340 B.C.).
Belgica Rupes,Mercury,425.00,-50.45,296.24,"Rupes, rupēs","Jun 03, 2013","Belgian; ship used for an expedition to determine the position of the South Magnetic Pole in 1898, first ship to winter in Antarctica."
Belinskij,Mercury,70.67,-77.09,103.92,"Crater, craters",1985,Vissarion Grigoryevich; Russian literary critic and journalist (1811-1848).
Bellini,Mercury,45.00,-33.77,272.83,"Crater, craters","Apr 03, 2019",Giovanni; Italian painter (1430-1516).
Bello,Mercury,139.00,-18.87,120.18,"Crater, craters",1976,Andres; Venezuelan poet and scholar (1781-1865).
Benoit,Mercury,40.00,7.48,255.65,"Crater, craters","Jul 09, 2009",Rigaud; Haitian painter (1911-1987).
Berkel,Mercury,23.00,-13.73,333.19,"Crater, craters","Jul 09, 2009",Sabri; Turkish painter and printmaker (1909-1993).
Berlioz,Mercury,31.44,79.36,321.34,"Crater, craters","Dec 16, 2013",Hector; French composer (1803-1869).
Bernini,Mercury,168.13,-80.32,140.97,"Crater, craters",1976,Gian Lorenzo; Italian sculptor and architect (1598-1680).
Berry,Mercury,25.00,70.57,247.27,"Crater, craters","Sep 28, 2020",Charles Edward Anderson “;Chuck“;: American singer and songwriter (1926-2017).
Bibilava Faculae,Mercury,100.00,16.40,202.80,"Facula, faculae","Apr 16, 2018",Malagasy (Madagascar) word for snake.
Bilokur,Mercury,67.00,-0.79,108.33,"Crater, craters","Nov 14, 2024",Kateryna; Ukrainian painter (1900-1961).
Bitin Facula,Mercury,39.00,-51.55,28.45,"Facula, faculae","Apr 16, 2019",Cebuano (S. Philippines) word for snake.
Bjornson,Mercury,75.93,73.11,113.99,"Crater, craters",1985,Bjornstjerne; Norwegian poet and dramatist (1832-1910).
Blossom Rupes,Mercury,485.96,-3.04,270.15,"Rupes, rupēs","Nov 22, 2013","English; ship used for an expedition to discover the Northwest Passage, 1825-1827."
Boccaccio,Mercury,151.95,-80.99,23.01,"Crater, craters",1976,Giovanni; Italian poet and novelist (1313-1375).
Boethius,Mercury,114.00,-0.98,73.64,"Crater, craters",1976,Anicius Manlius Severinus; Roman scholar (c. A.D. 470-524).
Borea,Mercury,0.00,75.00,360.00,Albedo Feature,1976,"Albedo name for H-1, Borealis region."
Borealis Planitia,Mercury,3450.00,67.30,327.40,"Planitia, planitiae",1976,“;Northern plain“;; from classical albedo name for quadrangle.
Borobudur Fossae,Mercury,395.00,-32.77,271.50,"Fossa, fossae","Apr 03, 2019","A 9th-century Mahayana Buddhist temple in Magelang Regency, in Central Java, Indonesia, consisting of nine stacked platforms and topped by a central dome."
Botticelli,Mercury,136.35,63.63,112.35,"Crater, craters",1979,Sandro; Italian painter (1445-1510).
Boznańska,Mercury,72.00,59.64,40.75,"Crater, craters","Sep 25, 2015",Olga; Polish painter (1865-1940).
Brahms,Mercury,100.00,58.32,177.36,"Crater, craters",1979,Johannes; German composer and pianist (1833-1897).
Bramante,Mercury,156.00,-47.23,61.55,"Crater, craters",1976,Donato; Italian architect (1444-1514).
Brontë,Mercury,68.00,38.39,127.06,"Crater, craters",1976,"Charlotte (1816-1855), Emily (1818-1848), Anne (1820-1849); English novelists, and Branwell (1817-1848); author and painter."
Brooks,Mercury,34.00,-45.22,168.02,"Crater, craters","Sep 25, 2015",Gwendolyn; American poet and novelist (1917-2000).
Bruegel,Mercury,72.00,49.73,109.46,"Crater, craters",1985,Pieter; Flemish painter (1525-1569).
Brunelleschi,Mercury,128.57,-8.94,22.51,"Crater, craters",1976,Filippo; Florentine architect (1377-1446).
Budh Planitia,Mercury,816.00,19.52,150.46,"Planitia, planitiae",1976,Hindu word for Mercury.
Bulsara,Mercury,110.00,-34.16,300.00,"Crater, craters","May 09, 2024","Farrokh; known as Freddie Mercury, British singer and songwriter of Indian-Zanzibar descent, leader of the rock band Queen (1946-1991)."
Bunin,Mercury,37.00,84.47,141.76,"Crater, craters","Sep 11, 2019","Ivan, Russian author of prose and poetry; first Russian to win the Nobel Prize in Literature, in 1933. (1861 – 1941)."
Burke,Mercury,28.50,85.91,171.56,"Crater, craters","Nov 04, 2015",Mary William Ethelbert Appleton “Billie”; American performing artist (1884-1970).
Burns,Mercury,43.00,54.10,117.37,"Crater, craters",1985,Robert; Scottish national poet (1759-1796).
Byron,Mercury,106.58,-8.44,33.00,"Crater, craters",1976,G. G.; English poet (1788-1824).
Caduceata,Mercury,0.00,45.00,135.00,Albedo Feature,1976,"Albedo name for H-3, Shakespeare region."
Cahokia Vallis,Mercury,77.00,65.55,233.06,"Vallis, valles","Apr 30, 2013","Cahokia Mounds, ancient city in southern Illinois, USA."
Calder,Mercury,24.00,3.51,347.25,"Crater, craters","Dec 16, 2013",Alexander; American sculptor (1898-1976).
Callicrates,Mercury,68.00,-66.51,30.37,"Crater, craters",1976,Greek architect (5th century B.C.).
Caloris Montes,Mercury,1023.00,31.46,174.15,"Mons, montes",1976,“;Hot mountains“;; surface temperature hottest near this position.
Caloris Planitia,Mercury,1500.00,31.65,198.02,"Planitia, planitiae",1976,“;Hot plain“;; surface temperature hottest near this position.
Calvino,Mercury,67.00,-3.99,56.03,"Crater, craters","Jul 09, 2009",Italo; Italian writer (1923-1985).
Calypso Rupes,Mercury,381.00,19.53,316.48,"Rupes, rupēs","Jun 03, 2013","French; originally commissioned in 1942 as a minesweeper, Calypso was purchased by Jacques-Yves Cousteau and used for oceanographic studies in 1950-1996."
Camões,Mercury,70.00,-71.42,68.39,"Crater, craters",1976,Luiz (Vas) de; Portuguese poet (c. 1524-1580).
Canova,Mercury,46.00,25.60,3.71,"Crater, craters","Sep 05, 2018","Antonio, marchese d’Ischia; Italian sculptor (1757-1822)."
Capote,Mercury,88.00,-21.10,287.59,"Crater, craters","Dec 16, 2013",Truman; American author (1924-1984).
Caral Vallis,Mercury,64.00,62.66,230.71,"Vallis, valles","Apr 30, 2013","Ancient city in the Supe Valley, Peru."
Caravaggio,Mercury,185.00,3.18,272.76,"Crater, craters","Nov 22, 2013",Michelangelo Merisi; Italian painter (1571-1610).
Carducci,Mercury,108.19,-36.54,90.39,"Crater, craters",1976,Giosue; Italian poet (1835-1907).
Carleton,Mercury,177.00,-52.20,303.40,"Crater, craters","Oct 19, 2018",William; Irish writer (1794-1869).
Carnegie Rupes,Mercury,267.00,58.52,53.25,"Rupes, rupēs","Jun 03, 2013",American; iron-free vessel used to conduct magnetic surveys from 1909 to 1928.
Carolan,Mercury,24.34,83.88,328.23,"Crater, craters","Apr 30, 2015",Turlough; Alternate spelling O’Carolan; Irish composer and performer (1670-1738).
Carrasco Rupēs,Mercury,249.00,-9.66,218.97,"Rupes, rupēs","Dec 13, 2022",Peruvian; a multidisciplinary oceanographic research vessel operated by the Peruvian Navy.
Caruso,Mercury,31.00,-2.33,76.36,"Crater, craters","Dec 16, 2013",Enrico; Italian singer (1873-1921).
Carvalho,Mercury,90.00,26.82,51.61,"Crater, craters","Aug 13, 2024","Beth; Brazilian musician, known as the ‘Godmother of Samba’ (1946-2019)."
Castiglione,Mercury,80.00,-40.87,272.04,"Crater, craters","Sep 25, 2015",Giuseppe; Italian painter in the court of the Emperor of China (1688-1766).
Catuilla Planum,Mercury,735.00,-8.78,245.78,"Planum, plana","Mar 14, 2017",Inca/Quechua word for the planet Mercury.
Catullus,Mercury,100.20,21.90,67.55,"Crater, craters","Dec 19, 2012",Gaius Valerius; Roman poet (c. 84-c. 54 B.C.).
Cervantes,Mercury,213.16,-76.09,124.26,"Crater, craters",1976,"Miguel de; Spanish novelist, playwright and poet (1547-1616)."
Cézanne,Mercury,67.00,-8.47,123.69,"Crater, craters",1985,Paul; French painter (1839-1906).
Chaikovskij,Mercury,171.00,7.86,50.93,"Crater, craters",1976,P. I.; Russian composer (1840-1893).
Challenger Rupes,Mercury,197.00,-12.58,109.92,"Rupes, rupēs","Jun 07, 2022","British; survey ship used to undertake the first global marine research expedition, the Challenger Expedition (1872-1876), which laid the foundation for the science of oceanography."
Chao Meng-Fu,Mercury,140.72,-88.42,156.36,"Crater, craters",1976,Chinese painter and calligrapher (1254-1322).
Chekhov,Mercury,194.00,-36.20,61.23,"Crater, craters",1976,Anton; Russian playwright and writer (1860-1904).
Chesterton,Mercury,37.23,88.51,126.90,"Crater, craters","Sep 17, 2012",Gilbert Keith; English author (1874-1936).
Chiang K'ui,Mercury,41.00,14.71,102.80,"Crater, craters",1976,Chinese composer (12th century).
Chikyu Rupes,Mercury,561.00,-53.82,259.62,"Rupes, rupēs","Jan 12, 2021",Japanese; a scientific drilling ship built for the Integrated Ocean Drilling Program to conduct deep-sea geological research.
Chŏng Ch'ŏl,Mercury,143.00,46.87,117.31,"Crater, craters",1979,Korean poet (1536-1593).
Chopin,Mercury,131.00,-65.45,123.40,"Crater, craters",1976,Frederic; Polish-born French composer and pianist (1810-1849).
Chu Ta,Mercury,100.00,2.04,105.66,"Crater, craters",1976,Chinese painter (c. 1625-1705).
Coatl Facula,Mercury,48.29,-29.75,216.55,"Facula, faculae","Jun 01, 2020",Aztec (Nahuatl) word for snake.
Codesido,Mercury,64.00,-68.19,206.99,"Crater, craters","Nov 14, 2024",Julia; Peruvian artist (1883-1979).
Coleridge,Mercury,112.00,-55.67,66.60,"Crater, craters",1976,Samuel Taylor; English poet (1772-1834).
Copland,Mercury,208.00,37.63,287.01,"Crater, craters","Mar 03, 2010",Aaron; American composer and pianist (1900-1990).
Copley,Mercury,34.00,-38.63,86.01,"Crater, craters",1976,John Singleton; American painter (1738-1815).
Couperin,Mercury,80.00,29.74,151.94,"Crater, craters",1979,Francois; French composer (1688-1733).
Cunningham,Mercury,37.00,30.41,202.93,"Crater, craters","Apr 08, 2008",Imogen; American photographer (1883-1976).
Cyllene,Mercury,0.00,-41.00,270.00,Albedo Feature,1976,"Albedo name for H-14, Debussy region."
Dali,Mercury,176.00,45.16,240.26,"Crater, craters","Nov 20, 2008",Salvador; Spanish painter (1904-1989).
Damer,Mercury,60.00,36.36,115.81,"Crater, craters","Jun 18, 2013",Anne Seymour; English sculptor (1748-1828).
Darío,Mercury,151.00,-26.28,9.51,"Crater, craters",1976,"Ruben; Nicaraguan poet, journalist (1867-1916)."
Darshak Rupēs,Mercury,560.00,-14.50,47.42,"Rupes, rupēs","Jan 11, 2023","Indian; a hydrographic survey vessel that carries out hydrographic, geophysical, and oceanographic surveys in the Indian Ocean since 2001; has been used to investigate historically significant shipwrecks and the submerged remains of the lost city of Poompuhar."
David,Mercury,23.00,-17.66,292.13,"Crater, craters","Jun 18, 2013",Jacques-Louis; French painter (1748-1825).
Debussy,Mercury,81.00,-33.95,347.46,"Crater, craters","Mar 03, 2010",Achille-Claude; French composer (1862-1918).
Degas,Mercury,54.00,37.08,127.34,"Crater, craters",1979,Edgar; French painter (1834-1917).
de Graft,Mercury,68.00,22.05,358.11,"Crater, craters","Jul 09, 2009","Joe; Ghanaian playwright, poet, and novelist (1924-1978)."
Delacroix,Mercury,158.00,-44.32,129.51,"Crater, craters",1979,Eugene; French painter (1798-1863).
Derain,Mercury,167.00,-9.00,340.30,"Crater, craters","Jul 09, 2009",Andre; French painter (1880-1954).
Derzhavin,Mercury,156.00,45.60,36.93,"Crater, craters",1979,Gavrila Romanovich; Russian poet (1743-1816).
Despréz,Mercury,47.05,81.08,101.25,"Crater, craters",1979,Josquin; French composer (c. 1440-1521).
Dickens,Mercury,77.31,-73.26,155.96,"Crater, craters",1976,Charles; English novelist (1812-1870).
Discovery Rupes,Mercury,412.00,-54.70,37.24,"Rupes, rupēs",1976,"English; Cook's ship on last voyage to Pacific, 1776-80."
Disney,Mercury,113.00,-68.15,260.20,"Crater, craters","Dec 19, 2012","Walter Elias; American film director, screenwriter, and animator. (1901-1966)."
Dominici,Mercury,20.00,1.29,36.49,"Crater, craters","Mar 03, 2010",(Suor) Maria de; Maltese sculptor and painter (1645-1703).
Donelaitis,Mercury,85.00,-52.96,321.58,"Crater, craters","Mar 15, 2013",Kristijonas; Lithuanian poet (1714-1780).
Donne,Mercury,86.00,2.92,14.05,"Crater, craters",1976,John; English poet (1572-1631).
Dostoevskij,Mercury,430.06,-44.73,178.11,"Crater, craters",1979,Fydor Mikhaylovich; Russian novelist (1821-1881).
Dowland,Mercury,158.00,-53.56,180.70,"Crater, craters",1979,John; English composer (1562-1626).
Driscoll,Mercury,30.00,30.58,33.58,"Crater, craters","Sep 25, 2015",Clara; American stained glass artist (1861-1944).
Duccio,Mercury,132.00,58.23,52.42,"Crater, craters","Jun 14, 2013",Duccio di Buoninsegna; Italian painter (c. 1255-1318).
Du Fu,Mercury,33.00,25.00,93.66,"Crater, craters","Sep 25, 2015",Tu Fu; Chinese poet (712-770).
Dürer,Mercury,195.00,21.51,118.98,"Crater, craters",1976,Albrecht; German painter (1471-1528).
Duyfken Rupes,Mercury,518.00,-20.88,131.93,"Rupes, rupēs","Jun 03, 2013","Dutch; Willem Janszoon's ship credited with the first authenticated European discovery of Australia, 1606."
Dvorák,Mercury,75.00,-9.40,12.13,"Crater, craters",1976,Anton; Bohemian composer (1841-1904).
Eastman,Mercury,67.00,9.52,234.24,"Crater, craters","Jul 09, 2009",Charles A. (Ohiyesa); Sioux author (1858-1939).
Echegaray,Mercury,63.00,43.48,20.22,"Crater, craters",1985,"Jose; Spanish dramatist, Nobel laureate (1832-1916)."
Egonu,Mercury,25.00,67.15,298.52,"Crater, craters","Aug 06, 2012",Uzo; Nigerian artist (1931-1996).
Eitoku,Mercury,101.00,-21.80,157.18,"Crater, craters",1976,Pseudonym of Kano Kuninobu; painter (1543-1590).
Ejo Faculae,Mercury,115.00,14.50,200.50,"Facula, faculae","Apr 16, 2018",Yoruba (Nigeria) word for snake.
El Husseini,Mercury,87.00,-75.34,333.34,"Crater, craters","Nov 14, 2024",Jumana; Palestinian painter and sculptor (1932-2018).
Ellington,Mercury,216.00,-12.88,333.90,"Crater, craters","Apr 24, 2012","Edward Kennedy “Duke”; American composer, musician, conductor (1899-1974)."
Eltanin Rupes,Mercury,370.00,-74.99,269.40,"Rupes, rupēs","Jun 03, 2013","American; oceanographic research vessel with an ice-breaking hull, collected magnetic profiles of the Antarctic sea floor, 1962."
Eminescu,Mercury,129.00,10.66,245.79,"Crater, craters","Apr 08, 2008",Mihail; Romanian poet (1850-1889).
Endeavour Rupes,Mercury,61.00,38.36,31.38,"Rupes, rupēs",1976,"English; Cook's ship to explore Tahiti, New Zealand, Australia, 1768-71."
Endurance Rupes,Mercury,237.00,21.60,217.81,"Rupes, rupēs","Nov 07, 2022",British; a three-masted barquentine lead by Ernest Shackleton on the Imperial Trans-Antarctic Expedition (1914-1917).
Enheduanna,Mercury,105.00,48.34,33.59,"Crater, craters","Apr 30, 2015","Sumerian poet, world’s first author known by name (2285 BCE to 2250 BCE)."
Ensor,Mercury,24.81,82.35,17.65,"Crater, craters","Dec 16, 2013",James Sidney; Belgian painter (1860-1949).
Enterprise Rupes,Mercury,822.39,-36.54,283.46,"Rupes, rupēs","Jun 03, 2013","American; steamship that explored the Mississippi, Amazon, andMadeira Rivers and sailed on a worldwide hydrographic survey 1877 to1886."
Enwonwu,Mercury,38.00,-10.01,238.04,"Crater, craters","Nov 20, 2008",Benedict Chukwukadibia; Nigerian sculptor and painter (1921-1994).
Equiano,Mercury,102.00,-40.00,30.59,"Crater, craters",1976,"O.; Olavdah, West Africa (Benin) slave, writer (c. 1750-1797)."
Erté,Mercury,48.50,27.44,117.33,"Crater, craters","Jun 18, 2013",Romain de Tirtoff; French artist and designer of Russian origin (1892-1990).
Faulkner,Mercury,168.00,8.08,283.03,"Crater, craters","Apr 24, 2012",William; American author (1897-1962).
Fet,Mercury,79.00,-4.72,180.22,"Crater, craters",1985,Afanasy Afanasyevich; Russian poet (1820-1892).
Firdousi,Mercury,98.00,3.47,294.68,"Crater, craters","Mar 03, 2010",Hakim Abulkasim; Tajik/Persian poet (c. 940-1020/30).
Flaiano,Mercury,43.00,-21.29,76.73,"Crater, craters","Mar 15, 2013",Ennio; Italian author (1910-1972).
Flaubert,Mercury,95.00,-13.83,72.70,"Crater, craters",1985,Gustave; French novelist (1821-1880).
Fonteyn,Mercury,29.00,32.82,264.49,"Crater, craters","Apr 24, 2012",Margot; English ballet dancer (1919-1991).
Fram Rupes,Mercury,156.00,-57.68,93.20,"Rupes, rupēs",1976,"Norwegian; ship used in Arctic by Nansen, 1892-96, and by Sverdrup and Amundsen in Antarctica, 1909."
Freire,Mercury,51.00,-73.36,214.46,"Crater, craters","Nov 14, 2024",María; Uruguayan artist/painter (1917-2015).
Fuller,Mercury,26.96,82.63,42.65,"Crater, craters","Jun 26, 2013",Richard Buckminster; American engineer and architect (1895-1983).
Futabatei,Mercury,57.00,-16.05,83.52,"Crater, craters",1976,S.; Japanese novelist (1864-1909).
Gainsborough,Mercury,95.00,-35.73,184.52,"Crater, craters",1985,Thomas; English painter (1727-1788).
Gallia,Mercury,0.00,40.00,120.00,Albedo Feature,1976,Albedo feature; Antoniadi Map.
Gata Facula,Mercury,55.00,-52.90,321.40,"Facula, faculae","May 01, 2018",Fijian and Samoan word for snake.
Gaudí,Mercury,81.00,76.90,290.84,"Crater, craters","Aug 06, 2012",Antoni Gaudí i Cornet; Spanish Catalan architect (1852-1926).
Gauguin,Mercury,70.00,66.36,100.01,"Crater, craters",1979,Paul; French painter (1848-1903).
Geddes,Mercury,84.00,27.17,29.72,"Crater, craters","Mar 03, 2010",Wilhelmina; Irish stained glass and graphic artist (1887-1955).
Ghiberti,Mercury,110.00,-48.55,80.15,"Crater, craters",1976,Lorenzo; Italian sculptor (1378-1455).
Giambologna,Mercury,69.00,-42.58,124.11,"Crater, craters","Dec 16, 2013",Jean Boulogne; Dutch sculptor (1529-1608).
Gibran,Mercury,106.00,35.73,111.44,"Crater, craters","Jul 09, 2009","Kahlil (Khalil); Lebanese-American artist, poet, and writer (1883-1931)."
Giotto,Mercury,144.00,12.46,56.48,"Crater, craters",1976,Italian painter (c. 1271-1337).
Gjöa Rupes,Mercury,237.90,-66.89,158.50,"Rupes, rupēs",1976,"Norwegian; Amundsen's ship through Northwest passage, 1903-06."
Glinka,Mercury,89.00,14.83,112.55,"Crater, craters","Nov 20, 2008",Mikhail; Russian composer (1804-1857).
Gluck,Mercury,100.00,37.95,18.78,"Crater, craters",1979,Christoph Willibald; German composer (1714-1787).
Goethe,Mercury,317.17,81.10,51.03,"Crater, craters",1979,Johann Wolfgang von; German poet and dramatist (1749-1832).
Gogol,Mercury,79.00,-28.26,147.46,"Crater, craters",1985,Nikolay; Russian dramatist and novelist (1809-1852).
Goldstone Catena,Mercury,102.00,-15.62,32.02,"Catena, catenae","Mar 26, 2013",Radio telescope facility in California.
Gordimer,Mercury,58.00,87.73,170.90,"Crater, craters","Nov 19, 2019","Nadine (1923-2014), South African writer; recipient of the Nobel Prize in Literature (1991) and the Booker Prize (1974)."
Goya,Mercury,138.00,-6.79,152.29,"Crater, craters",1976,Francisco (Jose) de Goy (y Lucientes); Spanish painter (1746-1828).
Grainger,Mercury,113.00,-44.09,255.19,"Crater, craters","Apr 24, 2012",George Percy Aldridge; Australian-born composer (1882-1961).
Grieg,Mercury,59.00,52.49,15.36,"Crater, craters",1985,Edvard; Norwegian composer (1843-1907).
Grifo Rupes,Mercury,783.00,7.90,354.62,"Rupes, rupēs","Jun 10, 2019",Portugese; ship used by D. João de Castro to make a survey of magnetic declination in the Atlantic and Indian Oceans in 1538.
