Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Beag,Titan,27.00,-34.74,169.55,"Crater, craters","Apr 15, 2015","Celtic/Irish goddess of water, education, and knowledge. Anyone who drinks the water from her well will become wise."
Belet,Titan,0.00,-5.00,255.00,Albedo Feature,2006,Malay afterworld reached by a flower-lined bridge.
Bermoothes Insula,Titan,124.00,67.10,317.10,"Insula, insulae","Jan 19, 2015",An enchanted island in Shakespeare’s Tempest.
Bilbo Colles,Titan,164.00,-4.23,38.56,"Collis, colles","Dec 19, 2012","Hobbit, the main character in ‘The Hobbit’ novel; he traveled across Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Bimini Insula,Titan,39.00,73.30,305.40,"Insula, insulae","Jan 19, 2015",Boicua; Island in Arawak (Bahamas) legend said to contain the fountain of youth.
Bolsena Lacus,Titan,101.00,75.75,10.28,"Lacus, lacūs","Sep 27, 2007",Lake in Italy.
Boni Sinus,Titan,54.00,78.69,345.38,"Sinus, sinūs","Jan 09, 2018",Bone; Gulf in Indonesia.
Boreas Undae,Titan,260.00,-6.00,215.00,"Unda, undae","Dec 05, 2011",Greek god of the north wind.
Bralgu Insulae,Titan,55.00,76.20,251.50,"Insula, insulae","Jan 19, 2015","Baralku; In Yolngu culture (Arnhem Land, Australia), the island of the dead and the place where the Djanggawul, the three creator siblings, originated."
Brienz Lacus,Titan,50.60,85.30,43.80,"Lacus, lacūs","Aug 07, 2017",Lake in Switzerland
Buada Lacus,Titan,10.30,76.40,129.60,"Lacus, lacūs","Jun 26, 2017",Lake in Nauru.
Buyan Insula,Titan,48.00,77.30,245.10,"Insula, insulae","Jan 19, 2015",A rocky island in Russian folk tales located on the south shore of the Baltic Sea.
Buzzell Planitia,Titan,870.00,-66.30,262.70,"Planitia, planitiae","Mar 18, 2016","Planet from the Dune series; a cold planet, known for its lustrous Soostones, used as a “punishment planet” by the Bene Gesserit."
Caladan Planitia,Titan,2800.00,31.00,226.00,"Planitia, planitiae","Oct 08, 2014","Planet from the Dune series; the original home of the House Atriedes, a fictional noble family."
Cardiel Lacus,Titan,22.00,70.20,206.50,"Lacus, lacūs","Apr 07, 2011",Lake in Argentina.
Cayuga Lacus,Titan,22.70,69.80,230.00,"Lacus, lacūs","Sep 16, 2010","Lake in New York, USA."
Celadon Flumina,Titan,160.00,-73.70,28.80,"Flumen, flumina","Oct 08, 2014",River in The Iliad.
Cerknica Lacuna,Titan,96.00,71.12,175.56,"Lacuna, lacunae","Apr 13, 2022",Intermittent lake in Slovenia.
Chapala Lacus,Titan,23.00,72.47,142.63,"Lacus, lacūs","May 23, 2024",Lake in Mexico.
Chilwa Lacus,Titan,19.80,75.00,131.30,"Lacus, lacūs","Jun 06, 2017",Lake in Malawi and Mozambique.
Ching-tu,Titan,0.00,-30.00,205.00,Albedo Feature,2006,Chinese Buddhist paradise where those who attain salvation will live in unalloyed happiness.
Chusuk Planitia,Titan,125.00,-5.00,23.50,"Planitia, planitiae","Aug 04, 2009","Planet from the Dune series, known for its musical instruments."
Coats Facula,Titan,80.00,-11.10,29.20,"Facula, faculae",2006,Canadian island.
Concordia Regio,Titan,1500.00,-20.00,241.00,"Regio, regiones","Jan 05, 2012",Roman abstract divinity of harmony.
Corrin Labyrinthus,Titan,280.00,-66.00,31.00,"Labyrinthus, labyrinthi","Sep 14, 2017",Planet from the Dune series; site of Battle of Corrin.
Crete Facula,Titan,680.00,9.40,150.10,"Facula, faculae",2006,Greek island.
Crveno Lacus,Titan,41.00,-79.55,184.91,"Lacus, lacūs","Jul 20, 2015",Lake in Croatia.
Dem Lacus,Titan,26.00,75.17,138.41,"Lacus, lacūs","May 23, 2024",Lake in Burkina Faso.
Dilmun,Titan,0.00,15.00,175.00,Albedo Feature,2006,"Sumerian garden of paradise, primeval land of bliss."
Dilolo Lacus,Titan,18.30,76.20,125.00,"Lacus, lacūs","Jun 26, 2017",Lake in Angola.
Dingle Sinus,Titan,80.00,81.36,336.44,"Sinus, sinūs","Jan 09, 2018",Bay in Ireland.
Dolmed Montes,Titan,400.00,-11.60,216.80,"Mons, montes","Dec 05, 2011","Name of a mountain from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Doom Mons,Titan,63.00,-14.65,40.42,"Mons, montes","Nov 13, 2012","Name of a mountain from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Dridzis Lacus,Titan,50.00,78.90,131.30,"Lacus, lacūs","Jun 26, 2017",Lake in Latvia.
Ecaz Labyrinthus,Titan,360.00,-83.00,36.70,"Labyrinthus, labyrinthi","Oct 08, 2014",Planet from the Dune series; useful for its agricultural contributions to the Imperium.
Echoriath Montes,Titan,930.00,-7.40,213.80,"Mons, montes","Dec 05, 2011","Name of a mountain range from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Eir Macula,Titan,145.00,-24.00,114.70,"Macula, maculae",2006,Norse goddess of healing and peace.
Elba Facula,Titan,250.00,-10.80,1.20,"Facula, faculae",2006,Italian island.
Elivagar Flumina,Titan,260.00,19.30,78.50,"Flumen, flumina","Sep 27, 2007","In Norse mythology, twelve poisonous ice-cold rivers."
Elpis Macula,Titan,500.00,31.20,27.00,"Macula, maculae",2006,Greek goddess of happiness and hope.
Enriquillo Lacus,Titan,47.00,71.40,237.59,"Lacus, lacūs","Apr 13, 2022",Lake in the Dominican Republic.
Erebor Mons,Titan,50.00,-4.97,36.23,"Mons, montes","Nov 13, 2012","Name of a mountain from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Eurus Undae,Titan,220.00,-7.50,210.30,"Unda, undae","Dec 05, 2011",Greek personification of the east wind.
Eyre Lacuna,Titan,25.40,72.60,225.10,"Lacuna, lacunae","Dec 21, 2010",Intermittent lake in Australia.
Fagaloa Sinus,Titan,33.00,82.90,320.50,"Sinus, sinūs","Dec 14, 2020",Bay in Samoa (Upolu Island).
Faramir Colles,Titan,82.00,4.00,153.80,"Collis, colles","Dec 19, 2012","Wise man of nobility; character from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Feia Lacus,Titan,47.00,73.70,64.41,"Lacus, lacūs","Sep 27, 2007",Lake in Brazil.
Fena Lacus,Titan,16.00,74.57,139.53,"Lacus, lacūs","May 23, 2024",Lake in Guam.
Fensal,Titan,0.00,5.00,30.00,Albedo Feature,2006,"In Norse mythology, magnificent mansion of Frigga, to which she invited all married couples who had led virtuous lives on Earth to enjoy each other's company forever."
Flensborg Sinus,Titan,115.00,64.90,295.30,"Sinus, sinūs","Jan 19, 2015",Fjord between Denmark and Germany.
Fogo Lacus,Titan,32.30,81.90,98.00,"Lacus, lacūs","Aug 07, 2017","Lake in Portugal, Azores."
Forseti,Titan,145.00,25.53,10.40,"Crater, craters","Apr 15, 2015","Norse god, the wisest and most eloquent of the Aesir."
Freeman Lacus,Titan,26.00,73.60,211.10,"Lacus, lacūs","Apr 07, 2011","Lake in Indiana, USA."
Fundy Sinus,Titan,91.00,83.26,315.64,"Sinus, sinūs","Mar 12, 2020",Bay in Canada.
Gabes Sinus,Titan,147.00,67.60,289.60,"Sinus, sinūs","Jan 19, 2015",Gulf in Tunisia.
Gammu Labyrinthus,Titan,115.00,-77.90,250.00,"Labyrinthus, labyrinthi","Mar 08, 2017",Planet from the Dune series; the name for the planet Giedi Prime after the fall of House Harkonnen.
Gamont Labyrinthus,Titan,130.00,56.80,75.00,"Labyrinthus, labyrinthi","Mar 01, 2017","Planet from the Dune series; third planet of Niushe, noted for its hedonistic culture."
Gandalf Colles,Titan,102.00,14.61,209.54,"Collis, colles","Jul 20, 2015","Wizard, leader of the Fellowship of the Ring; character from Middle-earth, the fictional setting fantasy novels by J. R. R. Tolkien."
Ganesa Macula,Titan,160.00,50.00,87.30,"Macula, maculae",2006,Hindu god of good fortune and wisdom.
Gansireed Labyrinthus,Titan,300.00,-69.30,239.30,"Labyrinthus, labyrinthi","Mar 08, 2017",Planet from the Dune series; with a village named London.
Garotman Terra,Titan,970.00,-13.50,348.00,"Terra, terrae","Jan 05, 2012",Iranian paradise where the souls of faithful men dwell.
Gatun Lacus,Titan,67.00,72.79,178.04,"Lacus, lacūs","Apr 13, 2022",Lake in Panama.
Genetaska Macula,Titan,24.00,23.50,196.30,"Macula, maculae","Jul 20, 2015",Peace Queen of the Iroquois.
Genova Sinus,Titan,125.00,80.11,326.61,"Sinus, sinūs","Jan 09, 2018",Gulf in Italy.
Giedi Planitia,Titan,303.25,5.22,357.02,"Planitia, planitiae","Aug 24, 2017",Planet from the Dune series; Giedi Prime is the homeworld ofHouse Harkonnen.
Gihon Flumen,Titan,225.00,76.81,215.55,"Flumen, flumina","Dec 14, 2020","Biblical second River of Paradise, one of four rivers flowing from Eden."
Ginaz Labyrinthus,Titan,160.00,83.00,261.70,"Labyrinthus, labyrinthi","Mar 01, 2017",Planet from the Dune series; home of House Ginaz.
Gram Montes,Titan,260.00,-9.90,207.90,"Mons, montes","Dec 05, 2011","Name of a mountain from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Grasmere Lacus,Titan,33.30,72.30,103.10,"Lacus, lacūs","Aug 07, 2017",Lake in England.
Grumman Labyrinthus,Titan,540.00,-35.30,106.80,"Labyrinthus, labyrinthi","Mar 01, 2017",Planet from the Dune series; where Duncan Idaho first blooded his sword.
Guabonito,Titan,55.00,-10.90,150.80,Large ringed feature,2006,Taino Indian (Antilles) sea goddess who taught the use of amulets.
Hagal Planitia,Titan,435.00,-60.59,344.95,"Planitia, planitiae","Dec 27, 2015","Planet from the Dune series; a jewel planet known for its quality quartz, and which is mined out in the time of Shaddam I."
Hammar Lacus,Titan,200.00,48.60,308.29,"Lacus, lacūs","Dec 03, 2013",Lake in Iraq.
Handir Colles,Titan,100.00,10.00,356.68,"Collis, colles","Dec 19, 2012","Son of Haldir, a ruler of the fictional Folk of Haleth; character from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Hano,Titan,100.00,40.30,345.10,"Crater, craters","Dec 23, 2011","Bella Coola (northwestern USA and western Canada) goddess of education, knowledge, and magic. She manifested as a shaman so she could teach the people."
Hardin Fretum,Titan,246.00,57.30,317.80,"Fretum, freta","Jan 19, 2015","Salvor Hardin, fictional character in Isaac Asimov's Foundation Series, first Mayor of the planet Terminus."
Harmonthep Labyrinthus,Titan,363.00,-72.30,101.40,"Labyrinthus, labyrinthi","Sep 14, 2017",Planet from Dune series; sixth stop in the Zensunni migration.
Hawaiki Insulae,Titan,35.00,84.32,327.07,"Insula, insulae","Dec 14, 2020","In Polynesian mythology, original home island of the Polynesian people."
Hetpet Regio,Titan,1080.00,-22.00,292.00,"Regio, regiones","Jan 05, 2012",Egyptian female personification of happiness.
Hlawga Lacus,Titan,40.30,76.60,103.60,"Lacus, lacūs","Aug 07, 2017",Lake in Myanmar.
Hobal Virga,Titan,1075.00,-35.00,166.00,"Virga, virgae",2006,Arabian rain god.
Hotei Arcus,Titan,600.00,-28.00,79.00,"Arcus, arcūs",2006,"One of the seven gods of happiness in Japanese Buddhism. He is the god of contentment, good fortune, cheerfulness, and he is always smiling."
Hotei Regio,Titan,500.00,-26.00,78.00,"Regio, regiones","May 07, 2009","One of the seven gods of happiness in Japanese Buddhism. He is the god of contentment, good fortune, and cheerfulness, and he is always smiling."
Hubur Flumen,Titan,84.00,-70.24,192.85,"Flumen, flumina","Dec 27, 2015",The river that flows at the gates of the netherworld in Mesopotamian mythology.
Hufaidh Insulae,Titan,152.00,67.00,320.30,"Insula, insulae","Jan 19, 2015",Legendary island in the marshes of southern Iraq.
Ihi,Titan,42.00,-7.82,165.12,"Crater, craters","Mar 21, 2024","Tahitian goddess of wisdom, worshipped by the learned."
Ihotry Lacus,Titan,37.50,76.10,137.20,"Lacus, lacūs","Jun 06, 2017",Lake in Madagascar.
Imogene Lacus,Titan,38.00,71.10,111.80,"Lacus, lacūs","Jun 26, 2017","Lake in Idaho, USA."
Ipyr Labyrinthus,Titan,76.97,86.24,289.00,"Labyrinthus, labyrinthi","Dec 14, 2020",Planet from the Dune series; home of House Thorvald.
Irensaga Montes,Titan,194.00,-5.68,212.71,"Mons, montes","Nov 13, 2012","Name of a mountain from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Jerid Lacuna,Titan,42.60,66.70,221.00,"Lacuna, lacunae","Dec 21, 2010",Intermittent lake (shott) in Tunisia.
Jingpo Lacus,Titan,240.00,73.00,336.00,"Lacus, lacūs","Mar 29, 2010",Lake in China.
Junction Labyrinthus,Titan,484.00,-47.70,215.30,"Labyrinthus, labyrinthi","Mar 01, 2017","Planet from the Dune series; once controlled by the Spacing Guild, taken over by the Honored Matres as a stronghold for their leader."
Junín Lacus,Titan,6.30,66.90,236.90,"Lacus, lacūs","Sep 16, 2010",Lake in Peru.
Kaitain Labyrinthus,Titan,196.00,52.37,348.66,"Labyrinthus, labyrinthi","Oct 08, 2014",Planet from the Dune series; the capital of the Imperium.
Kalseru Virga,Titan,630.00,-36.00,137.00,"Virga, virgae",2006,"NW Australian rainbow serpent, bringer of rain."
Karakul Lacus,Titan,18.40,86.30,56.60,"Lacus, lacūs","Aug 07, 2017",Lake in Tajikistan.
Karesos Flumen,Titan,83.00,-70.90,194.75,"Flumen, flumina","Dec 27, 2015",River in the Iliad.
Kayangan Lacus,Titan,6.20,-86.30,202.17,"Lacus, lacūs","Dec 27, 2015",Lake in the Philippines.
Kerguelen Facula,Titan,135.00,-5.40,151.00,"Facula, faculae",2006,French subantarctic island.
Kivu Lacus,Titan,77.50,87.00,121.00,"Lacus, lacūs","Nov 14, 2008",Lake on the border between Rwanda and The Democratic Republic of the Congo.
Koitere Lacus,Titan,68.00,79.40,36.14,"Lacus, lacūs","Sep 27, 2007",Lake in Finland.
Kokytos Flumina,Titan,305.00,72.21,255.00,"Flumen, flumina","Dec 14, 2020","River of lamentations in the Greek underworld, Hades."
Kraken Mare,Titan,1170.00,68.00,310.00,"Mare, maria","Apr 11, 2008","Fabulous sea monster in the Norwegian seas, said to be a mile and a half in circumference and to cause a whirlpool when it dives."
Krocylea Insulae,Titan,74.00,69.10,302.40,"Insula, insulae","Jan 19, 2015","Crocylea; Mythological Greek island in the Ionian Sea, near Ithaca."
Kronin Labyrinthus,Titan,270.00,-35.70,96.27,"Labyrinthus, labyrinthi","Mar 01, 2017",Planet from the Dune series; captured by the Honored Matres.
Ksa,Titan,29.00,14.00,65.40,"Crater, craters","Oct 11, 2006","Lakota and Oglala (South Dakota, USA) god of wisdom."
Kumbaru Sinus,Titan,122.00,56.80,303.80,"Sinus, sinūs","Jan 19, 2015",Bay in India.
Kutch Lacuna,Titan,175.00,88.40,217.00,"Lacuna, lacunae","Dec 03, 2013",Intermittent lake on the border of India and Pakistan.
Ladoga Lacus,Titan,110.00,74.80,26.10,"Lacus, lacūs","May 24, 2013",Lake in Russia.
Lagdo Lacus,Titan,37.80,75.50,125.70,"Lacus, lacūs","Jun 26, 2017",Lake in Cameroon.
Lampadas Labyrinthus,Titan,445.00,-81.80,124.00,"Labyrinthus, labyrinthi","Mar 08, 2017","Planet from the Dune series; a center for Bene Gesserit education, also where Miles Teg is trained as a Mentat."
Lanao Lacus,Titan,34.50,71.00,217.70,"Lacus, lacūs","Sep 16, 2010",Lake in the Philippines.
Lankiveil Labyrinthus,Titan,450.00,-48.20,149.50,"Labyrinthus, labyrinthi","Mar 01, 2017","Planet from the Dune series; where Glossu Rabban, the nephew of Baron Harkonnen, is a Count."
Leilah Fluctus,Titan,190.00,50.50,77.80,"Fluctus, fluctūs","Mar 02, 2007",Persian goddess of beauty and chastity.
Lernaeus Labyrinthus,Titan,167.00,-83.40,138.00,"Labyrinthus, labyrinthi","Mar 08, 2017","Planet from the Dune series; where Miles Teg retires, also the home planet of his Bene Gesserit mother, Lady Janet Roxbrough."
Letas Lacus,Titan,23.70,81.30,88.20,"Lacus, lacūs","Aug 07, 2017",Lake in Vanuatu.
Ligeia Mare,Titan,500.00,79.70,247.90,"Mare, maria","Apr 11, 2008",One of the sirens in Greek mythology.
Lithui Montes,Titan,200.00,84.68,112.56,"Mons, montes","Dec 14, 2020","Name of a mountain range (Ered Lithui, Ash Mountains), the northern border of the land of Mordor from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Logtak Lacus,Titan,14.30,70.80,226.10,"Lacus, lacūs","Sep 16, 2010","Lake in Manipur, India."
Luin Montes,Titan,156.00,81.98,36.26,"Mons, montes","Apr 13, 2022","Name of a mountain range from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Lulworth Sinus,Titan,24.00,67.19,316.88,"Sinus, sinūs","Mar 12, 2020",Cove in England.
Mackay Lacus,Titan,180.00,78.32,97.53,"Lacus, lacūs","Sep 27, 2007",Lake in Australia.
Maizuru Sinus,Titan,92.00,78.90,352.53,"Sinus, sinūs","Jan 09, 2018",Bay in Japan.
Manza Sinus,Titan,37.00,79.29,346.10,"Sinus, sinūs","Jan 09, 2018",Bay in Tanzania.
Maracaibo Lacus,Titan,20.40,75.30,127.70,"Lacus, lacūs","Jun 06, 2017",Lake in Venezuela.
Mayda Insula,Titan,168.00,79.10,312.20,"Insula, insulae","Apr 11, 2008",Legendary island in the northeastern region of the Atlantic Ocean.
Melrhir Lacuna,Titan,23.00,64.90,212.60,"Lacuna, lacunae","Dec 21, 2010",Intermittent lake (shott) in Algeria.
Menrva,Titan,392.00,20.10,87.20,"Crater, craters",2006,Etruscan goddess of wisdom.
Merlock Montes,Titan,200.00,-8.90,211.80,"Mons, montes","Dec 05, 2011","Name of a mountain from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Meropis Insula,Titan,30.00,83.85,313.68,"Insula, insulae","Dec 14, 2020",Fictional island mentioned by ancient Greek writer Theopompus in his work Philippica.
Mezzoramia,Titan,0.00,-70.00,0.00,Albedo Feature,2006,"Oasis of happiness in the African desert, from an Italian legend."
Mindanao Facula,Titan,210.00,-6.60,174.20,"Facula, faculae",2006,Philippine island.
Mindolluin Montes,Titan,340.00,-3.30,208.96,"Mons, montes","Nov 13, 2012","Name of a mountain from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Misty Montes,Titan,73.00,56.80,62.44,"Mons, montes","Nov 13, 2012","Name of a mountain range from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Mithrim Montes,Titan,147.00,-2.16,127.42,"Mons, montes","Nov 13, 2012","Name of a mountain range from Middle-earth, the fictional settingin fantasy novels by J.R.R. Tolkien."
Mohini Fluctus,Titan,347.00,-11.78,38.53,"Fluctus, fluctūs","Nov 13, 2012",Indian goddess of beauty and magic.
Momoy,Titan,40.00,11.60,44.60,"Crater, craters","Dec 23, 2011","Chumash (California, USA) ancestor shaman and goddess of magic, education, knowledge, health and healing."
Montego Sinus,Titan,83.00,80.76,130.92,"Sinus, sinūs","Apr 13, 2022","Named for Montego Bay, Jamaica."
Moray Sinus,Titan,204.00,76.60,281.40,"Sinus, sinūs","Jan 19, 2015",Firth in Scotland.
Moria Montes,Titan,107.00,15.05,190.45,"Mons, montes","Jul 20, 2015","Name of three massive peaks, the Mountains of Moria, at the midpoint of the Misty Mountains range from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Müggel Lacus,Titan,170.00,84.44,203.50,"Lacus, lacūs","Dec 03, 2013",Lake in Germany.
Muritan Labyrinthus,Titan,200.00,-68.80,219.20,"Labyrinthus, labyrinthi","Mar 08, 2017",Planet from the Dune series; place where the son of a female supplicant to Alia Atreides was killed.
Muzhwi Lacus,Titan,36.00,74.80,126.30,"Lacus, lacūs","Jun 06, 2017","Muzhwi Dam, lake in Zimbabwe."
Mweru Lacus,Titan,20.60,71.90,131.80,"Lacus, lacūs","Jun 06, 2017",Lake in Zambia and Democratic Republic of the Congo.
Mystis,Titan,20.00,0.07,194.86,"Crater, craters","Jul 20, 2015","Greek nymph, a minor deity, nurse of the god Dionysus, who instructed him in the Mysteries."
Mývatn Lacus,Titan,55.00,78.19,135.28,"Lacus, lacūs","Sep 27, 2007",Lake in Iceland.
Nakuru Lacuna,Titan,188.00,65.81,94.00,"Lacuna, lacunae","Dec 03, 2013",Intermittent lake in Kenya.
Naraj Labyrinthus,Titan,115.00,-74.20,35.80,"Labyrinthus, labyrinthi","Mar 08, 2017",Planet from the Dune series; where the son of Farok lost his eyes.
Nath,Titan,95.00,-30.50,7.70,Large ringed feature,2006,Irish goddess of wisdom.
Neagh Lacus,Titan,98.00,81.11,32.16,"Lacus, lacūs","Sep 27, 2007","Lake in Northern Ireland, United Kingdom."
Negra Lacus,Titan,15.30,75.50,128.90,"Lacus, lacūs","Jun 06, 2017",Lake in Uruguay.
Ngami Lacuna,Titan,37.20,66.70,213.90,"Lacuna, lacunae","Dec 21, 2010",Intermittent lake in Botswana.
Nicobar Faculae,Titan,575.00,2.00,159.00,"Facula, faculae",2006,Indian archipelago.
Nicoya Sinus,Titan,130.00,74.80,251.20,"Sinus, sinūs","Jan 19, 2015",Gulf in Costa Rica.
Nimloth Colles,Titan,90.00,11.86,151.30,"Collis, colles","Dec 19, 2012","Second queen of Doriath, a fictional realm of Grey Elves; character from Middle-earth, the fictional setting in fantasy novels by J.R.R. Tolkien."
Niushe Labyrinthus,Titan,222.00,75.10,88.10,"Labyrinthus, labyrinthi","Sep 14, 2017",Planet from the Dune series; planet captured by the Honored Matres.
Notus Undae,Titan,530.00,-10.00,211.10,"Unda, undae","Dec 05, 2011",Greek god of the south or southwest wind.
Oahu Facula,Titan,465.00,5.00,166.70,"Facula, faculae",2006,Hawaiian island.
Ochumare Regio,Titan,939.00,10.40,348.10,"Regio, regiones","Sep 14, 2017",Puerto Rican goddess of happiness and weather.
Ohrid Lacus,Titan,17.30,71.80,221.90,"Lacus, lacūs","Sep 16, 2010",Lake on the border of Macedonia and Albania.
Okahu Sinus,Titan,141.00,73.70,282.00,"Sinus, sinūs","Jan 19, 2015",Bay in New Zealand.
Olomega Lacus,Titan,15.70,78.70,122.20,"Lacus, lacūs","Jun 26, 2017",Lake in El Salvador.
Omacatl Macula,Titan,225.00,17.60,37.20,"Macula, maculae",2006,Aztec god of good cheer and lord of banquets.
Oneida Lacus,Titan,51.00,76.14,131.83,"Lacus, lacūs","Sep 27, 2007","Lake in New York, USA."
Onogoro Insula,Titan,15.00,83.28,311.70,"Insula, insulae","Dec 14, 2020",Japanese mythological island.
Ontario Lacus,Titan,235.00,-72.00,183.00,"Lacus, lacūs",2006,Lake on the border between Canada and the United States.
Orog Lacuna,Titan,42.00,70.85,172.06,"Lacuna, lacunae","Apr 13, 2022",Intermittent lake in Mongolia.
Paititi Terra,Titan,2100.00,20.22,249.39,"Terra, terrae","Jul 12, 2024",Incan; legendary lost utopian city of rich land in the jungle east of the Andes.
Palma Labyrinthus,Titan,69.00,-72.40,31.00,"Labyrinthus, labyrinthi","Mar 08, 2017","Planet from the Dune series; home to a Bene Gesserit Keep, attacked by the Honored Matres."
Patos Sinus,Titan,103.00,77.20,224.80,"Sinus, sinūs","Jan 19, 2015",Fjord in Chile.
Paxsi,Titan,120.00,5.00,341.20,Large ringed feature,"Oct 15, 2010","Aymara (Peru, Bolivia) goddess of the moon, education and knowledge."
Penglai Insula,Titan,94.00,72.20,308.70,"Insula, insulae","Jan 19, 2015",Mythological Chinese mountain island where immortals lived.
Perkunas Virgae,Titan,980.00,-27.00,162.00,"Virga, virgae",2006,"Lithuanian supreme god, ruler of rain, thunder, and lightning."
Phewa Lacus,Titan,12.00,72.20,124.00,"Lacus, lacūs","Jun 06, 2017",Lake in Nepal.
Pielinen Lacus,Titan,88.00,71.34,179.66,"Lacus, lacūs","Apr 13, 2022",Lake in Finland.
Planctae Insulae,Titan,64.00,77.50,251.30,"Insula, insulae","Jan 19, 2015","In Greek mythology the “wandering rocks”, between which the sea was mercilessly violent. Only Argo was said to have successfully passed the rocks."
Polaznik Macula,Titan,346.90,-41.10,280.40,"Macula, maculae","Apr 05, 2010",Slavic god of New Year's happiness.
Polelya Macula,Titan,175.00,50.00,56.00,"Macula, maculae","Mar 02, 2007",East Slavic god of matrimonial happiness.
