Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Hayabusa Terra,Pluto,1115.00,46.07,229.88,"Terra, terrae","Aug 08, 2017",Japanese Hayabusa (literally Peregrine Falcon) spacecraft that performed the first asteroid sample return (2003–2010).
Hekla Cavus,Pluto,98.41,6.86,154.66,"Cavus, cavi","May 30, 2018",An Icelandic volcano believed to be the entrance to Hell in medieval European times.
Hermod Fossae,Pluto,592.00,-8.63,119.34,"Fossa, fossae","Sep 25, 2019","Son of Odin, who rode the horse Sleipnir into the underworld to retrieve his brother, Balder."
Hillary Montes,Pluto,388.00,3.26,169.58,"Mons, montes","Aug 08, 2017",Edmund; New Zealand mountaineer (1919–2008).
Hiten Linea,Pluto,178.00,23.52,353.90,"Linea, lineae","Apr 11, 2023","First Japanese spacecraft to the Moon, 1990."
Hunahpu Valles,Pluto,295.00,49.09,154.41,"Vallis, valles","May 30, 2019","One of the Hero Twins (with Xbalanque) in Mayan mythology, who defeated the lords of the Underworld in a ball game."
Hyecho Palus,Pluto,322.56,-17.43,167.44,"Palus, paludes","Jan 03, 2020","Korean traveler and scholar, who crossed the Asian continent from China to Arabia and back (724-727), and documented the journey in his journals (704–787)."
Inanna Fossa,Pluto,613.00,33.05,129.29,"Fossa, fossae","Feb 03, 2021","Inanna was the Queen of Heaven in ancient Sumerian mythology. She visited the Underworld but was permitted to return in exchange for the life of her husband, Dumuzi."
Kaknú Fossa,Pluto,249.00,-30.45,122.07,"Fossa, fossae","Aug 12, 2019","Epic hero of the Chochenyo/Ohlone (N. California) mythology, an anthropomorphic being resembling a peregrine falcon, who traveled to the underworld to battle Wiwe (“Body of Stone”), the lord of the underworld."
Khare,Pluto,58.00,27.85,94.56,"Crater, craters","May 30, 2019","Bishun; Indian-born American atmosphere chemistry scientist, investigated, in particular, tholins, the organic molecules that probably account for the darkest regions on Pluto (1933–2013)."
Kiladze,Pluto,44.42,28.39,212.92,"Crater, craters","May 30, 2019","Rolan; Georgian (Caucasus) astronomer. Investigated the dynamics, astrometry and photometry of Pluto (1931–2010)."
Kowal,Pluto,66.00,49.48,217.87,"Crater, craters","May 27, 2022",Charles T.; American astronomer and discoverer of 2060 Chiron (1940-2011).
Lemminkäinen Vallis,Pluto,726.00,87.42,238.73,"Vallis, valles","May 27, 2022",Lemminkäinen is a hero of the Finnish national epic The Kalevala. He travels to the Underworld to capture the black swan.
Lowell Regio,Pluto,1215.00,86.00,338.00,"Regio, regiones","May 30, 2019",Percival; American astronomer who in 1906-1916 undertook extensive searches of transneptunian planets (1855-1916).
Luna Linea,Pluto,220.00,19.88,22.78,"Linea, lineae","Apr 11, 2023",A series of 24 unmanned Soviet lunar probes launched between 1959 and 1976.
Lunokhod Planitia,Pluto,557.00,30.75,109.57,"Planitia, planitiae","Feb 03, 2021","Two Soviet Union planetary rovers that were sent to the surface of the Moon (1970, 1973). Lunokhod 1 was the first remote-controlled, wheeled robot to land on and rove on an extraterrestrial body."
Mwindo Fossae,Pluto,406.00,34.74,245.78,"Fossa, fossae","May 30, 2019",Nyanga (Eastern Dem. Rep. Congo/Zaire) epic hero who travelled to the underworld and after returning home became a wise and powerful king.
Oort,Pluto,123.00,7.86,92.05,"Crater, craters","Feb 03, 2021","Jan Hendrik, Dutch astronomer, first described the Oort Cloud, a theoretical cloud of icy planetesimals beyond the Kuiper Belt, and believed to be the source of long- period comets (1900 to 1992)."
Piccard Mons,Pluto,257.00,-35.26,176.79,"Mons, montes","May 30, 2019",Auguste; Swiss-Belgian inventor and physicist known for his pioneering balloon flights into the Earth’s upper atmosphere up to 17 km (1884–1962).
Pigafetta Montes,Pluto,234.00,-6.83,146.44,"Mons, montes","May 30, 2019","Antonio; Italian scholar and explorer, whose journal is the only original description of the discoveries made during the first circumnavigation of the Earth which started in Spain in 1519 under the leadership of Magellan (c.1491 – c.1531)."
Pioneer Terra,Pluto,598.00,56.58,192.40,"Terra, terrae","Feb 03, 2021","Early US lunar, planetary, and heliospheric missions including the first to Jupiter and Saturn, 1958-1997."
Piri Rupes,Pluto,549.00,27.13,108.90,"Rupes, rupēs","May 30, 2019","Ahmed Muhiddin, also known as Piri Reis, Ottoman navigator and cartographer (c. 1470–1553). Author of one of the earliest existing world maps in 1513. His “Book of the Sea” (1521), containing 290 maps, was one of the most famous cartographical works of that period."
Pulfrich,Pluto,37.70,77.80,135.99,"Crater, craters","Aug 05, 2020","Carl; German physicist, inventor of the blink comparator which Clyde Tombaugh used for discovery of Pluto (1858-1927)."
Ranger Planitia,Pluto,370.59,20.89,127.91,"Planitia, planitiae","Feb 03, 2021","A series of US space probes sent to the Moon during 1961-1965. In 1964, Ranger 7 obtained the first close-up images of an extraterrestrial surface."
Ride Rupes,Pluto,235.00,-19.66,163.19,"Rupes, rupēs","Sep 02, 2021","Sally; American physicist, astronaut, and first American woman in space (1951-2012)."
Rosetta Planitia,Pluto,480.00,-22.31,157.22,"Planitia, planitiae","May 27, 2022","Rosetta mission, the first mission to orbit and land a spacecraft on a comet."
Safronov Regio,Pluto,740.00,-13.36,209.49,"Regio, regiones","Sep 22, 2023",Viktor; Russian astronomer who proposed the planetesimal hypothesis for how the Solar System formed from a disk of gas and dust around the Sun (1917-1999).
Sharaf Regio,Pluto,360.00,-11.38,238.67,"Regio, regiones","Sep 11, 2024","Shafika Gil’mievna; Soviet astronomer of Tatar origin, celestial mechanics expert who developed an analytical theory for Pluto’s motion and derived new orbital elements (1915-2002)."
Simonelli,Pluto,286.00,12.79,314.76,"Crater, craters","May 30, 2019",Damon; American astronomer; investigated the formation history of Pluto (1959–2004).
Sleipnir Fossa,Pluto,508.00,23.70,234.51,"Fossa, fossae","Aug 08, 2017","A powerful, eight-legged horse in Norse mythology who carried Odin into the Underworld."
Sputnik Planitia,Pluto,1492.00,19.51,178.69,"Planitia, planitiae","Aug 08, 2017","Soviet Union's Sputnik 1 (literally Satellite 1), the first human-built satellite of the Earth (1957)."
Surveyor Linea,Pluto,217.00,22.61,329.52,"Linea, lineae","Apr 11, 2023","A series of seven unmanned U.S. probes to the lunar surface, 1966-1968."
Tabei Montes,Pluto,105.00,-11.73,164.33,"Mons, montes","Nov 19, 2019","Junko Tabei, Japanese mountaineer and the first woman to climb both Mount Everest and the Seven Summits (1939–2016)."
Tartarus Dorsa,Pluto,850.00,8.50,233.09,"Dorsum, dorsa","Aug 08, 2017","The deepest, darkest pit of the Underworld in Greek mythology."
Tenzing Montes,Pluto,283.00,-15.61,177.38,"Mons, montes","Aug 08, 2017",Tenzing Norgay; Nepalese (Sherpa) mountaineer (1914–1986).
Tombaugh Regio,Pluto,2300.00,7.62,183.22,"Regio, regiones","Aug 08, 2017","Clyde William; American astronomer, discoverer of Pluto (1906–1997)."
Uncama Fossa,Pluto,227.00,23.96,142.62,"Fossa, fossae","Jan 03, 2020","Zulu tale hero, who followed a porcupine underground and came upon the village of dead souls."
Väinämöinen Vallis,Pluto,438.00,80.70,70.81,"Vallis, valles","May 27, 2022",Väinämöinen is a central character of the Finnish national epic The Kalevala. He traveled to the Underworld to seek knowledge of the dead.
Vega Terra,Pluto,1614.00,33.96,85.49,"Terra, terrae","May 30, 2019","A pair of the Soviet Union’s Vega 1 and Vega 2 spacecraft launched in 1984 that were the first ones to fly balloons on another planet (Venus, 1985) and then the first ones to image the nucleus of a comet (1P/Halley, 1986)."
Venera Terra,Pluto,742.00,56.89,117.62,"Terra, terrae","May 30, 2019","Series of the Soviet Union’s 16 spacecraft sent to Venus in 1961–1983. The missions accomplished a number of firsts, including the first human made device to enter the atmosphere of another planet (Venera 3, 1966), to measure in situ atmosphere composition of another planet (Venera 4, 1967), to make a soft landing on another planet (Venera 7, 1970), and to return images from another planetary surface (Venera 9, 1975)."
Viking Terra,Pluto,1171.00,12.34,150.97,"Terra, terrae","Feb 03, 2021","US Mars orbiter and landed missions that conducted the first successful explorations of the surface of Mars, 1976 to 1982."
Virgil Fossae,Pluto,710.00,5.23,122.76,"Fossa, fossae","Aug 08, 2017",Italian; Dante’s guide through Hell and Purgatory in the Divine Comedy of Dante Alighieri (1265–1321).
Voyager Terra,Pluto,843.00,60.08,153.52,"Terra, terrae","Aug 08, 2017",A pair of US-launched Voyager 1 and Voyager 2 spacecraft that performed the “grand tour” of all four giant planets (1977-1989).
Wright Mons,Pluto,165.00,-21.36,173.24,"Mons, montes","May 30, 2019","Orville (1871–1948) and Wilbur (1867–1912), brothers, U.S. aviation pioneers who invented, built, and flew in 1903 the world’s first successful powered heavier-than-air flying machine (airplane) with a pilot aboard."
Yutu Linea,Pluto,324.00,32.77,1.79,"Linea, lineae","Apr 25, 2023","A series of Chinese lunar probes, beginning in 2013."
Zagar,Pluto,93.00,-5.74,155.23,"Crater, craters","Aug 05, 2020",Francesco; Italian astronomer who carried out early studies of the orbit of Pluto (1900-1976).
Zheng He Montes,Pluto,101.00,19.01,160.57,"Mons, montes","Feb 03, 2021","Zheng He, Chinese explorer, led voyages of Asia, Africa, and the Middle East (1371 to 1433)."
Zond Linea,Pluto,192.00,23.91,336.82,"Linea, lineae","Apr 11, 2023","A series of eight unmanned Soviet lunar and interplanetary probes, 1964–1970."
