Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Chingaso,Rhea,47.80,-17.10,106.00,"Crater, craters","Apr 23, 2010",Jivaro (Peru) wife of the creator god Kumpara.
Con,Rhea,0.00,-25.80,12.70,"Crater, craters",1982,Inca coastal creator god.
Dangun,Rhea,77.50,7.20,208.00,"Crater, craters","Apr 23, 2010","Mythical ancestor of Korean nation, son of creator god."
Djuli,Rhea,0.00,-31.20,46.70,"Crater, craters",1982,Neghidahan (Ukrainian) first man who was ancestor of the people.
Dohitt,Rhea,93.40,-18.00,74.10,"Crater, craters","Apr 23, 2010",Mosetene (N. Bolivia) creator of the earth and men.
Dotet,Rhea,40.40,-45.90,204.70,"Crater, craters","Jun 17, 2010","Ket (Yenisey River area, Central Siberia, Russia) god, creator of the northern, down-sloped part of the earth."
Ehecatl,Rhea,93.60,-54.70,175.60,"Crater, craters","Jun 17, 2010","Aztec feathered serpent god of wind, one of the creators of the Earth, heavens and humans. His other name is Quetzalcoatl."
Ellyay,Rhea,0.00,71.40,91.80,"Crater, craters",1982,Yakutian ancestor of the people.
Enkai,Rhea,48.40,38.00,246.30,"Crater, craters","Jun 17, 2010","Maasai (Tanzania, Kenya) creator god and the ruler of rains."
Faro,Rhea,0.00,45.30,114.00,"Crater, craters",1982,Mande; his sacrificial killing in heaven atoned for his twin Pemba's sin; purified Earth.
Fatu,Rhea,88.00,7.70,176.10,"Crater, craters","Apr 23, 2010",Samoan (Polynesia) male of the first human couple.
Fuxi,Rhea,47.20,-5.50,124.20,"Crater, craters","Jun 17, 2010","Chinese god, husband of the goddess Nugua. These two beings were worshipped as the ultimate ancestors of all humankind."
Galunlati Chasmata,Rhea,740.00,38.00,290.00,"Chasma, chasmata","Aug 06, 2010","Vault above the sky in Cherokee (SE USA) myths, where anything that was alive lived before the creation of Earth."
Gborogboro,Rhea,62.50,-12.70,162.20,"Crater, craters","Apr 23, 2010","Lugbara (Uganda) first man, pair to Meme."
Glooskap,Rhea,63.20,-35.00,57.20,"Crater, craters","Jun 17, 2010","Algonquin (Great Lakes area, Canada and USA) creator of plants, animals andhumans; son of the Great Earth Mother."
Gmerti,Rhea,57.20,-52.00,192.60,"Crater, craters","Apr 23, 2010","Georgian (Caucasus) god, founder and keeper of the world order."
Gucumatz,Rhea,68.60,37.00,175.80,"Crater, craters","Apr 23, 2010",Mayan creator god.
Haik,Rhea,0.00,-36.60,29.30,"Crater, craters",1982,Mythological ancestor of the Armenian people.
Haoso,Rhea,0.00,8.30,12.50,"Crater, craters",1982,Manchurian creator of all things.
Harahvaiti Fossa,Rhea,190.00,-36.00,171.00,"Fossa, fossae","Aug 06, 2010","Beautiful land created by Persian god Ahura Mazda (Ormazd); modern Kandahar, Afghanistan."
Heller,Rhea,0.00,10.10,315.10,"Crater, craters",1982,Auracanin creator of men and bringer of civilization.
Huracan,Rhea,71.20,53.20,188.50,"Crater, craters","Apr 23, 2010","Kiche (Guatemala) creator god, bringer of children, ruler of wind and storms."
Imberombera,Rhea,47.20,-33.30,216.70,"Crater, craters","Apr 23, 2010","Kakadu (N. Australia) creator goddess, the Great Mother, mate of the giant Wuraka."
Imra,Rhea,28.00,19.00,134.20,"Crater, craters","Jun 17, 2010","Kafir (Nuristan, NE Afghanistan) supreme god, creator of gods and people."
Inktomi,Rhea,47.20,-14.10,112.10,"Crater, craters","Apr 23, 2010","Dakota (USA) spirit, “;The Spider,“; created time, space and language."
Inmar,Rhea,54.80,-2.30,301.60,"Crater, craters","Apr 23, 2010","Udmurtian (Uralic Finns, Russia) creator god."
Iraca,Rhea,0.00,39.40,112.10,"Crater, craters",1982,Incan creator god who became the moon.
Itciai,Rhea,39.20,-17.80,349.00,"Crater, craters","Jun 17, 2010","Yaruro (Venezuela) jaguar god, creator of the river waters."
Izanagi,Rhea,0.00,-49.40,310.20,"Crater, craters",1982,"Japanese creator god, brother of Izanami."
Izanami,Rhea,0.00,-46.30,313.40,"Crater, craters",1982,Sister and wife of Izanagi; creator goddess.
Jumo,Rhea,0.00,52.80,66.50,"Crater, craters",1982,Marijan sky god.
Juok,Rhea,73.80,37.60,155.00,"Crater, craters","Jun 17, 2010",Shilluk (S. Sudan) creator god.
Kanobo,Rhea,75.80,-63.80,37.40,"Crater, craters","Jun 17, 2010","Warrau/Warao (Orinoco River Delta, Venezuela) benevolent supreme being and creator god."
Karora,Rhea,0.00,5.90,20.10,"Crater, craters",1982,"Aranda (Australia) ancestor who, in his dreams, gives birth to animals and male children."
Karusakaibo,Rhea,43.40,-14.20,220.70,"Crater, craters","Jun 17, 2010","Mundurucu (Tapajos and Trombetas Rivers area, NE Brazil) creator god."
Khado,Rhea,0.00,41.60,359.10,"Crater, craters",1982,Nanajan; mythological hero who built the world. The first Shaman.
Khutsau,Rhea,52.40,44.50,206.90,"Crater, craters","Jun 17, 2010","Ossetian (N. Caucasus, Russia) supreme god, creator of the Earth."
Kiho,Rhea,0.00,-11.10,358.70,"Crater, craters",1982,"Tuamotu (Society Islands) progenitor being; existed in void; made land, sea."
Kirinyaga Linea,Rhea,400.00,-1.80,128.80,"Linea, lineae","Jun 17, 2010","Kikuyu (Kenya) holy mountain, where the creator god Ngai lives, when he came down from the sky (Mount Kenya)."
Koykamou Catena,Rhea,110.00,-70.00,244.00,"Catena, catenae","Aug 06, 2010","Nganasan (Taymyr Peninsula Samoyed, Russia) mythical mountain range, the first land to appear from the primordial waters after creation. The first man and woman were placed on it."
Kuksu,Rhea,34.60,25.30,288.70,"Crater, craters","Apr 23, 2010","Pomo (N. California, USA) deity who created the world with his brother Madumda."
Kuma,Rhea,50.00,10.00,277.20,"Crater, craters","Apr 23, 2010","Yaruro (Venezuela) moon goddess, creator of all things."
Kumpara,Rhea,0.00,9.60,327.10,"Crater, craters",1982,Jivaro (Ecuador) creator god.
[Kun Lun Chasma],Rhea,0.00,46.00,307.50,"Chasma, chasmata",1982,Mountain dwelling place of the immortals.
Kunlun Linea,Rhea,180.00,45.00,308.00,"Linea, lineae","Aug 06, 2010","Mountain in Chinese mythology, dwelling place of the immortals, location of palace of Hsi Wang Mu (Xiwangmu), the Queen Mother of the West."
Kurkyl,Rhea,57.10,-39.90,113.70,"Crater, craters","Jun 17, 2010",Chukchi (NE Russia) creator raven.
Leza,Rhea,0.00,-21.80,309.20,"Crater, craters",1982,Tonga originator of the conditions of life.
Ligoupup,Rhea,78.80,-14.50,46.20,"Crater, craters","Jun 17, 2010","Micronesian (Truk/Chuuk Island, Caroline Islands) earth goddess, created the world together with her husband Anulap, a god of magic and knowledge."
Lowa,Rhea,0.00,40.90,16.60,"Crater, craters",1982,Marshall Islands (Micronesia) great creator god.
Lowalangi,Rhea,53.00,-36.50,250.00,"Crater, craters","Jun 17, 2010","Nias Island (W. Indonesia) sky god, creator of humans."
Luli,Rhea,52.40,46.50,243.10,"Crater, craters","Apr 23, 2010","Ember-goose who took up some clay from an ocean floor to create a land in Mansi myth (W. Siberia, Russia)."
Lumawig,Rhea,49.80,58.00,136.50,"Crater, craters","Jun 17, 2010","Igorot (Luzon Island, Philippines) Great Spirit, created humans from cut reeds."
Madumda,Rhea,82.60,-36.90,64.80,"Crater, craters","Apr 23, 2010","Pomo (N. California, USA) creator of the universe, brother of Kuksu."
Maheo,Rhea,29.80,31.60,281.70,"Crater, craters","Apr 23, 2010","Cheyenne (Great Plains, USA) Great Spirit, creator of the world."
Malunga,Rhea,0.00,65.10,56.20,"Crater, craters",1982,Yao (Bantu); creator god; left Earth to live in sky when man was cruel to animals.
Mamaldi,Rhea,480.00,14.00,184.00,"Crater, craters","Aug 06, 2010","Nanai (Amur River area, E. Siberia, Russia) goddess who created the Asian continent and Sakhalin Island. For this action, she was killed by her husband and world creator, Khado."
Manoid,Rhea,0.00,29.50,8.50,"Crater, craters",1982,Negrito (Malay Peninsula) female progenitor goddess; wife of Pedn.
Mbir,Rhea,46.00,46.60,311.90,"Crater, craters","Jun 17, 2010","Guarani (Paraguay, Argentina, Brazil) creator worm who appeared in pre-existing water, then became a human and made the world."
Melo,Rhea,0.00,-53.20,7.10,"Crater, craters",1982,Minyong (India); original male.
Mouru Catena,Rhea,80.00,48.50,343.50,"Catena, catenae","Aug 06, 2010","Holy land created by Persian god Ahura Mazda (Ormazd); modern Mary/Merv Oasis, Turkmenistan."
Mubai,Rhea,0.00,55.80,20.20,"Crater, craters",1982,Tibetan heavenly god.
Mumbi,Rhea,67.20,-1.90,131.20,"Crater, craters","Jun 17, 2010","Mythological mother of the Kikuyu people (Kenya), wife of Gikuyu, the ancestor of the people, created by god Ngai, who took him on top of Kirinyaga (Mount Kenya) to show all the land given for him."
Nainema,Rhea,53.80,25.50,346.40,"Crater, craters","Jun 17, 2010","Uitoto (Amazon basin, SW Colombia) creator god."
Napi,Rhea,55.80,26.90,174.80,"Crater, craters","Apr 23, 2010","Blackfoot (Alberta, Canada/Montana, USA) creator of the earth, animals and mankind."
Nareau,Rhea,73.60,-24.90,241.90,"Crater, craters","Jun 17, 2010",Micronesian (Gilbert Islands/Kiribati) creator of the universe; made the world from a mussel shell.
Ndu,Rhea,33.40,-22.40,291.30,"Crater, craters","Jun 17, 2010","Sre and Ma (Mon-Khmer peoples, S. Vietnam) supreme god, created people and fire."
Nishanu,Rhea,103.40,-9.00,129.00,"Crater, craters","Apr 23, 2010","Arikara (N. Dakota, USA) creation spirit, great sky chief."
Nishke,Rhea,74.20,3.80,49.00,"Crater, craters","Jun 17, 2010","Mordvinian (Volga River Finns, Russia) supreme god, creator of the sky and theEarth."
Num,Rhea,0.00,24.00,92.70,"Crater, craters",1982,Nenets and Selkup (Samoyed) god of heaven.
Nzame,Rhea,119.40,9.00,24.90,"Crater, craters","Apr 23, 2010",Fang (Gabon) sky god and creator of all things.
Obatala,Rhea,67.20,-1.10,269.70,"Crater, craters","Apr 23, 2010",Yoruba (Nigeria) sky god involved in the work of creation.
Okikurumi,Rhea,12.00,-17.52,250.83,"Crater, craters","Mar 21, 2024","Ainu (Japan) god of the heavens, who gave the Ainus civilization and taught them hunting and fishing."
Olorun,Rhea,58.40,24.70,155.40,"Crater, craters","Apr 23, 2010","Yoruba (Nigeria) creator god, gave life to man."
Onokoro Catenae,Rhea,240.00,-44.70,328.50,"Catena, catenae","Aug 06, 2010",Island in Japanese mythology formed by a drop of water that fell from a sword held by the primeval deities Izanagi and Izanami.
Ormazd,Rhea,0.00,52.50,58.50,"Crater, craters",1982,Persian progenitor god of light.
Pachacamac,Rhea,46.80,-23.40,83.70,"Crater, craters","Apr 23, 2010","Inca supreme god, “;Earth maker.“;"
Pan Ku,Rhea,0.00,65.70,107.70,"Crater, craters",1982,Miao; creator of all things.
Parun Fossa,Rhea,120.00,-46.50,152.00,"Fossa, fossae","Aug 06, 2010","Nuristan (NE Afghanistan) river in which Bagisht, the creator of people, was born by the mother goddess Disani."
Pedn,Rhea,0.00,46.00,351.70,"Crater, craters",1982,Negrito (Malay Peninsula) god who created first men.
Pokoh,Rhea,45.20,-71.70,326.40,"Crater, craters","Apr 23, 2010","Pallawonaps (S. California, USA) deity who made all things."
Pouliuli,Rhea,59.80,-16.90,284.40,"Crater, craters","Apr 23, 2010","The first male being in Hawaiian myth, parent (with Powehiwehi) of all the creatures in the ocean."
Powehiwehi,Rhea,271.20,-8.20,280.40,"Crater, craters","Apr 23, 2010","The first female being in Hawaiian myth, parent (with Pouliuli) of all the creatures in the ocean."
Puchou Catenae,Rhea,620.00,32.00,87.00,"Catena, catenae","Aug 06, 2010","Mountain in Chinese mythology attacked by horned monster Kung Chung, resulting in the Earth’s axis becoming tilted."
[Pu Chou Chasma],Rhea,0.00,26.10,95.30,"Chasma, chasmata",1982,Mountain attacked by Kung Chung.
Pulag Chasma,Rhea,190.00,-33.00,266.50,"Chasma, chasmata","Aug 06, 2010","Mount in Igorot (Luzon Island, Philippines) mythology, on the peak of which the palace of creator god Lumawig is located."
Puntan,Rhea,33.00,33.90,292.40,"Crater, craters","Apr 23, 2010","Chamorro (Guam Island, Micronesia) pre-existent being from whose body the world was formed."
Purusa,Rhea,96.70,-21.20,167.80,"Crater, craters","Jun 17, 2010",Ancient Hindu primordial being from whom the cosmos was formed.
Qat,Rhea,0.00,-23.80,351.60,"Crater, craters",1982,New Hebrides (Melanesia); born from a stone; formed men out of trees.
Quwai,Rhea,38.80,19.60,66.00,"Crater, craters","Jun 17, 2010","Cuebo (Columbia) god who created creeks and rocks, and stocked streams with fish."
Samni,Rhea,101.40,-47.70,90.70,"Crater, craters","Apr 23, 2010","Kachins (Burma) primeval god, the male element and father of the gods."
Seveki,Rhea,89.10,12.90,164.70,"Crater, craters","Apr 23, 2010","Evenki (Siberia, Russia) creator of the earth and man."
Shedi,Rhea,47.60,-53.50,346.80,"Crater, craters","Apr 23, 2010","The first woman, ancestor of human race, co-creator (with her brother and husband Melo) of the earth and sky in the myths of the Minyong (Assam, India)."
Sholmo,Rhea,0.00,12.00,346.40,"Crater, craters",1982,Buriat (Siberia) devil who creates.
Shuzanghu,Rhea,47.80,-74.90,10.30,"Crater, craters","Jun 17, 2010",Dhammai (NE India) pre-existent male. He and his wife Zumiang-Nui were the parents of the Earth and the sky.
Singbonga,Rhea,60.80,-54.80,146.90,"Crater, craters","Jun 17, 2010","Birhor (Jharkhand, E. India) creator god, who arises out of the primordial waters through the stem of a lotus."
Taaroa,Rhea,0.00,16.50,95.50,"Crater, craters",1982,Tahitian god imminent in all creation; existed alone in the void.
Talapas,Rhea,51.60,-16.70,341.80,"Crater, craters","Jun 17, 2010","Coyote, creator of many places and things in Chinook (NW USA) mythology."
Tane,Rhea,82.60,-12.50,57.40,"Crater, craters","Apr 23, 2010",Tuamotu Islands (Polynesia) creator god.
Tasheting,Rhea,60.80,-59.00,55.50,"Crater, craters","Jun 17, 2010",Lapcha (Nepal) god who created the first man and woman from the ice of mountain glaciers.
Tawa,Rhea,62.20,17.90,175.20,"Crater, craters","Apr 23, 2010","Hopi (Arizona, USA) sun god who existed at the beginning of creation, father of everything."
Thebeksan Catena,Rhea,220.00,-39.50,174.00,"Catena, catenae","Aug 06, 2010","Holy mountain in Korean mythology, where creator god came onto the earth."
Thunupa,Rhea,0.00,45.60,21.30,"Crater, craters",1982,Inca creator of all things.
Tika,Rhea,0.00,25.10,84.10,"Crater, craters",1982,Abkhaz (Georgian - eastern Black Sea region) supreme being.
Tirawa,Rhea,0.00,34.20,151.70,"Crater, craters",1987,"Great spirit of Pawnee Tribe (USA), created first men; his messengers were the planets, stars, lightning and thunder."
Tore,Rhea,0.00,0.00,340.00,"Crater, craters",1982,"Pygmy lord of the world, creator of all things."
Torom,Rhea,0.00,-72.50,343.00,"Crater, craters",1982,Ostyak (western Siberia) sky god.
Tsuki-Yomi,Rhea,35.00,35.00,43.80,"Crater, craters","Apr 23, 2010","Japanese moon god, born from the right eye of the primeval god Izanagi."
Tulpar,Rhea,70.40,56.10,158.60,"Crater, craters","Jun 17, 2010",Kazakh (Central Asia) winged horse born in the deep primordial ocean; personification of the sun and eternal movement.
Tuwale,Rhea,59.60,-78.00,242.40,"Crater, craters","Apr 23, 2010","Ceram (Molucca Islands, Indonesia) sun god and personification of the sky, took part in creation."
Uku,Rhea,0.00,78.70,95.50,"Crater, craters",1982,Estonian super god.
Utleygon,Rhea,58.20,-20.10,194.90,"Crater, craters","Jun 17, 2010","Itelmen (Kamchatka Peninsula, E. Russia) creator and master of the world."
Vatea,Rhea,96.60,16.00,150.40,"Crater, craters","Jun 17, 2010",Father of gods and humans in Cook Islands mythology (Polynesia).
Vaupas Chasma,Rhea,280.00,-35.00,260.00,"Chasma, chasmata","Aug 06, 2010","River in Cuebo (Columbia) myths, where the Cuebo people were born."
Wak,Rhea,57.80,29.60,194.30,"Crater, craters","Jun 17, 2010","Ethiopian creator god, “Father of the Universe.”"
Wakonda,Rhea,123.00,48.60,269.70,"Crater, craters","Apr 23, 2010","Sioux (Great Plains, USA) great creator of all things."
Wende,Rhea,83.00,-56.30,226.40,"Crater, craters","Apr 23, 2010","Mossi (Burkina Faso) supreme god who lives in the sun, creator of the heavens and earth."
Whanin,Rhea,0.00,66.90,115.00,"Crater, craters",1982,Korean creator of all things.
Woyengi,Rhea,43.00,13.70,294.50,"Crater, craters","Apr 23, 2010",Ijaw (Nigeria) creatrix who made men out of earth.
Wulbari,Rhea,33.00,67.00,88.90,"Crater, craters","Apr 23, 2010","Krachi (Ghana) primeval sky god, mate of mother earth."
Wungaran Catenae,Rhea,350.00,22.50,79.00,"Catena, catenae","Aug 06, 2010","Place where Kakadu (N. Australia) creator goddess Imberombera landed after crossing the sea (modern Malay Bay). There he met the giant Wuraka, ancestor of all peoples."
Wuraka,Rhea,0.00,25.10,4.00,"Crater, craters",1982,Kakadu (Australia) ancestor of all people; a giant.
Xamba,Rhea,0.00,2.10,349.70,"Crater, craters",1982,"Bushman supreme being, creator of all things."
Xowalaci,Rhea,60.00,2.40,56.30,"Crater, craters","Apr 23, 2010","Joshua (Oregon, USA) creator god."
Xu,Rhea,0.00,55.00,71.90,"Crater, craters",1982,Bushman creator.
Yamsi Chasmata,Rhea,380.00,-28.00,280.50,"Chasma, chasmata","Aug 06, 2010","Lodge of the North Wind in Klamath (NW USA) myth, where the creator god Kemush slept during the creation of the world."
Yehl,Rhea,36.80,38.00,322.40,"Crater, craters","Jun 17, 2010","The Great Raven, creator and cultural hero in Tlingit (SE Alaska) myths."
Yu-Ti,Rhea,0.00,50.10,81.50,"Crater, craters",1982,“;August Personage of Jade“;; supreme primal Chinese god.
Zicum,Rhea,76.80,-50.90,111.20,"Crater, craters","Apr 23, 2010","Assyro/Babylonian primeval goddess from whom came the earth and the heavens, mother of the gods."
