Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Mlezi,Ceres,41.50,75.90,223.20,"Crater, craters","Aug 11, 2017",Name of god Tilo as “Food-Giver” (Tonga tribes of Malawi and Zambia).
Mondamin,Ceres,126.00,-62.24,354.00,"Crater, craters","Oct 15, 2015","Ojibwe/Chippewa corn (maize) god (Lake Superior area, Canada and USA)."
Nabanna Fossa,Ceres,168.00,1.71,284.05,"Fossa, fossae","Jun 20, 2016",Bengal region (Bangladesh and West Bengal state in India) “new rice” harvest festival.
Nar Sulcus,Ceres,63.00,-41.86,280.11,"Sulcus, sulci","Jun 20, 2016","Azerbaijani festival of pomegranate harvest. Held in October – November in Goychaycity, center of pomegranates cultivation in Azerbaijan."
Nawish,Ceres,77.00,18.28,193.79,"Crater, craters","Jul 03, 2015","Acoma (New Mexico, SW USA) guardian of the field."
Nepen,Ceres,26.40,6.19,220.54,"Crater, craters","Jun 20, 2016",Egyptian god of rain.
Niman Rupes,Ceres,45.00,-28.56,60.05,"Rupes, rupēs","Oct 15, 2015","Hopi (SW USA) ritual ending the katsina (spiritual beings) season, celebrates the katsinas’ return to their spiritual home in July and their part in the blossoming of plant life."
Ninsar,Ceres,40.00,30.30,263.26,"Crater, craters","Dec 04, 2015",Sumerian goddess of plants and vegetation.
Nunghui,Ceres,22.00,-54.00,272.30,"Crater, craters","Aug 25, 2017",Canelos Quichua (Ecuador) female spirit of the garden soil and of pottery clay.
Occator,Ceres,92.00,19.82,239.33,"Crater, craters","Jul 03, 2015",Roman agricultural deity of the harrowing.
Oltagon,Ceres,28.00,-25.95,37.96,"Crater, craters","Dec 14, 2015",Philippine agricultural goddess.
Omonga,Ceres,77.00,58.03,71.67,"Crater, craters","Sep 21, 2015","Tomori/Mori (Celebes/Sulawesi, Indonesia) rice spirit who dwells in the Moon."
Onam Labes,Ceres,4.80,51.23,316.02,"Labes, labēs","Mar 27, 2019","Harvest festival in Kerala, India, held in August-September."
Oxo,Ceres,10.00,42.21,359.60,"Crater, craters","Sep 21, 2015",God of agriculture in Afro-Brazilian beliefs of Yoruba derivation.
Pasola Facula,Ceres,2.90,19.47,239.22,"Facula, faculae","Mar 27, 2019","Festival of rice planting season at Sumba Island (Lesser Sunda Islands, E. Indonesia). (February – March)."
Peko,Ceres,11.00,39.70,331.40,"Crater, craters","Aug 25, 2017",Seto (SE Estonia) fertility god.
Piuku,Ceres,31.00,-15.37,36.99,"Crater, craters","Oct 01, 2015",Barama River Caribs (Guyana) god of the manioc.
Pongal Catena,Ceres,95.50,-37.37,267.66,"Catena, catenae","Jun 20, 2016",Tamil (Sri Lanka and S. India) harvest festival observed in mid-January. It is a time for giving thanks to nature.
Rao,Ceres,12.00,8.10,119.01,"Crater, craters","Oct 01, 2015",Polynesian god of turmeric.
Ratumaibulu,Ceres,20.00,-67.30,77.50,"Crater, craters","Aug 25, 2017",Fijian serpent god of agriculture and the underworld. He makes the breadfruit and other fruit trees blossom and yield fruit.
Razeka,Ceres,38.38,-3.21,61.63,"Crater, craters","Sep 16, 2016",Arabian tribal god worshipped as the provider of food.
Rongo,Ceres,68.00,3.21,348.71,"Crater, craters","Jul 03, 2015","Maori (New Zealand) god of agriculture, of cultivated foods."
Roskva,Ceres,22.00,58.90,333.02,"Crater, craters","Dec 04, 2015",Teutonic goddess who symbolizes the ripe fields of harvest.
Samhain Catenae,Ceres,715.00,-2.75,252.85,"Catena, catenae","Oct 01, 2015","Gaelic festival at the end of the harvest season. It was observed in Ireland and Scotland during 7 days in October and November, nearly halfway between the autumn equinox and the winter solstice."
Sedana,Ceres,58.00,36.50,314.70,"Crater, craters","Aug 25, 2017",Indonesian (Bali and Java Islands) god of agriculture.
Sekhet,Ceres,40.00,-66.42,255.05,"Crater, craters","Dec 14, 2015",Egyptian name of Isis as goddess of cultivated lands and fields.
Shakaema,Ceres,47.00,-3.66,33.93,"Crater, craters","Oct 01, 2015",Jivaro (Ecuador and Peru) god of vegetation invoked in the planting and cultivation of bananas.
Shennong,Ceres,32.50,69.00,28.10,"Crater, craters","Aug 11, 2017","Shen Nong; Chinese buffalo-headed agricultural deity, who taught humans the use of the plow together with other aspects of basic agriculture."
Sintana,Ceres,58.00,-48.07,46.20,"Crater, craters","Jul 03, 2015",Columbian deity who produced the fertile black earth for sowing.
Sukkot Labes,Ceres,11.00,50.55,26.81,"Labes, labēs","Mar 27, 2019","Jewish autumn festival of double thanksgiving, celebrated for 8 days in September – October."
Tafakula,Ceres,34.00,-19.82,88.59,"Crater, craters","Dec 14, 2015",Tongan (Polynesia) goddess invoked for favorable seasons for the crops.
Tahu,Ceres,25.00,-6.59,44.79,"Crater, craters","Oct 01, 2015",Maori (New Zealand) personification of all food.
Takel,Ceres,22.00,50.76,280.48,"Crater, craters","Sep 21, 2015",Malaysian goddess in charge of the tuber harvest.
Tawals,Ceres,8.80,-39.06,238.02,"Crater, craters","Jun 20, 2016","Polish god of the fields, of the tilling."
Telepinu,Ceres,31.00,23.20,335.60,"Crater, craters","Aug 25, 2017",Hittite (Asia Minor) god of fertility and vegetation.
Thrud,Ceres,7.80,-71.30,31.00,"Crater, craters","Aug 25, 2017",Scandinavian goddess who “Signifies the seed.”
Tibong,Ceres,36.00,-29.82,352.20,"Crater, craters","Oct 15, 2015","Land Dayaks (Borneo/Kalimantan, Indonesia) malevolent spirit who devours and depletes the rice."
Toharu,Ceres,86.00,-48.32,155.95,"Crater, craters","Jul 03, 2015","Pawnee (Nebraska, Central USA) god of food and vegetation."
Tupo,Ceres,36.00,-32.35,88.38,"Crater, craters","Oct 15, 2015",Polynesian god of turmeric.
Uhola Catenae,Ceres,400.00,-10.65,286.66,"Catena, catenae","Sep 12, 2016","Nigerian (Zuru Emirate, Kebbi State) harvest festival."
Urvara,Ceres,170.00,-45.66,249.24,"Crater, craters","Jul 11, 2015",Indian and Iranian deity of plants and fields.
Vendimia Planitia,Ceres,750.00,23.00,135.00,"Planitia, planitiae","Mar 25, 2016",Grape harvest festival in Mendoza (Argentina) during the first week of March. It is one of the most important festivals in the country.
Victa,Ceres,32.00,36.23,301.04,"Crater, craters","Sep 21, 2015",Roman goddess of food and nourishment.
Vinalia Faculae,Ceres,19.00,20.20,242.00,"Facula, faculae","Nov 26, 2016","Roman wine festivals, celebrated twice a year: on April 23 when the new wine was tasted and August 19 when the new wine was opened for all."
Vinotonus,Ceres,140.00,43.02,95.12,"Crater, craters","Sep 21, 2015",Celtic Briton god of vines.
Wangala Tholus,Ceres,50.00,-21.62,6.64,"Tholus, tholi","Dec 14, 2015","Garo people (Meghalaya and Assam states, NE India, and Bangladesh) post-harvest three-day festival that marks the end of the agricultural year (in November)."
Xevioso,Ceres,8.50,0.70,310.60,"Crater, craters","Aug 25, 2017",Fon (Benin/Dahomey) god of thunder and fertility.
Xochipilli,Ceres,22.70,56.66,93.21,"Crater, craters","Sep 16, 2016","Aztec fertility god, associated with maize and flowers; patron of music and dance."
Yalode,Ceres,260.00,-42.58,292.48,"Crater, craters","Jul 03, 2015",Dahomey goddess worshipped by women at the harvest rites.
Yamor Mons,Ceres,16.00,85.50,12.00,"Mons, montes","Dec 07, 2016",Ecuadorian corn/maize festival (held in September).
[Ysolo Mons],Ceres,16.00,85.50,12.00,"Mons, montes","Sep 21, 2015",Albanian festival marking the first day of the eggplant harvest.
Zadeni,Ceres,129.28,-70.36,38.34,"Crater, craters","Jul 03, 2015",Ancient Georgian god of bountiful harvest.
Zatik,Ceres,4.00,69.90,114.00,"Crater, craters","Aug 11, 2017",Ancient Armenian god of fertility and vegetation.
